Week ending,Group,DHB of service,Dose number,# doses administered,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Auckland Metro,1,2144,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Auckland Metro,2,1949,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Bay of Plenty,1,70,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Bay of Plenty,2,163,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Canterbury,1,1040,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Canterbury,2,366,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Capital & Coast and Hutt Valley,1,202,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Capital & Coast and Hutt Valley,2,354,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Hawke's Bay,1,22,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Hawke's Bay,2,31,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Lakes,1,184,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Lakes,2,54,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,MidCentral,1,38,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,MidCentral,2,73,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Nelson Marlborough,1,65,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Nelson Marlborough,2,44,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Northland,1,22,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Northland,2,91,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Other Sites,2,43,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,South Canterbury,1,11,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,South Canterbury,2,39,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Southern,1,42,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Southern,2,62,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Tairawhiti,1,10,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Taranaki,1,16,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Taranaki,2,33,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Waikato,1,53,,,,,,,,,,,,,,,,,,
25/04/2021,Group 1,Waikato,2,106,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Auckland Metro,1,7610,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Auckland Metro,2,5517,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Bay of Plenty,1,1545,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Bay of Plenty,2,277,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Canterbury,1,5597,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Canterbury,2,109,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Capital & Coast and Hutt Valley,1,1935,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Capital & Coast and Hutt Valley,2,2530,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Hawke's Bay,1,1272,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Hawke's Bay,2,86,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Lakes,1,1310,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Lakes,2,63,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,MidCentral,1,869,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,MidCentral,2,16,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Nelson Marlborough,1,1260,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Nelson Marlborough,2,1068,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Northland,1,1347,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Northland,2,169,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Other Sites,1,503,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Other Sites,2,1628,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,South Canterbury,1,722,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,South Canterbury,2,416,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Southern,1,2493,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Southern,2,1254,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Tairawhiti,1,610,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Tairawhiti,2,6,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Taranaki,1,206,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Taranaki,2,195,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Waikato,1,3180,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Waikato,2,802,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Wairarapa,1,503,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,West Coast,1,306,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Whanganui,1,778,,,,,,,,,,,,,,,,,,
25/04/2021,Group 2,Whanganui,2,77,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Auckland Metro,1,48,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Canterbury,1,21,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Capital & Coast and Hutt Valley,1,51,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Capital & Coast and Hutt Valley,2,9,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Hawke's Bay,1,52,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Lakes,1,5,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Nelson Marlborough,1,875,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Nelson Marlborough,2,512,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Northland,1,114,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Southern,1,101,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Southern,2,5,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Waikato,1,111,,,,,,,,,,,,,,,,,,
25/04/2021,Group 3,Whanganui,1,5,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Auckland Metro,1,1838,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Auckland Metro,2,1590,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Bay of Plenty,1,105,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Bay of Plenty,2,88,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Canterbury,1,870,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Canterbury,2,408,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Capital & Coast and Hutt Valley,1,249,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Capital & Coast and Hutt Valley,2,482,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Hawke's Bay,1,25,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Hawke's Bay,2,26,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Lakes,1,262,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Lakes,2,92,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,MidCentral,1,33,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,MidCentral,2,128,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Nelson Marlborough,1,50,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Nelson Marlborough,2,37,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Northland,1,13,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Northland,2,37,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Other Sites,2,42,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,South Canterbury,1,5,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,South Canterbury,2,55,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Southern,1,147,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Southern,2,68,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Tairawhiti,1,13,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Taranaki,1,10,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Taranaki,2,27,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Waikato,1,33,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Waikato,2,62,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,Wairarapa,1,7,,,,,,,,,,,,,,,,,,
02/05/2021,Group 1,West Coast,2,6,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Auckland Metro,1,7949,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Auckland Metro,2,7790,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Bay of Plenty,1,1969,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Bay of Plenty,2,356,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Canterbury,1,4566,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Canterbury,2,70,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Capital & Coast and Hutt Valley,1,1975,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Capital & Coast and Hutt Valley,2,3000,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Hawke's Bay,1,1634,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Hawke's Bay,2,455,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Lakes,1,706,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Lakes,2,514,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,MidCentral,1,1067,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,MidCentral,2,16,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Nelson Marlborough,1,1342,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Nelson Marlborough,2,656,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Northland,1,2189,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Northland,2,931,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Other Sites,1,312,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Other Sites,2,645,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,South Canterbury,1,615,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,South Canterbury,2,278,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Southern,1,1359,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Southern,2,1549,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Tairawhiti,1,206,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Tairawhiti,2,6,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Taranaki,1,311,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Taranaki,2,251,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Waikato,1,3189,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Waikato,2,808,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Wairarapa,1,501,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Wairarapa,2,81,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,West Coast,1,365,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,West Coast,2,20,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Whanganui,1,682,,,,,,,,,,,,,,,,,,
02/05/2021,Group 2,Whanganui,2,136,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Auckland Metro,1,318,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Bay of Plenty,1,17,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Canterbury,1,18,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Capital & Coast and Hutt Valley,1,84,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Capital & Coast and Hutt Valley,2,23,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Lakes,1,74,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Nelson Marlborough,1,506,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Nelson Marlborough,2,848,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Northland,1,585,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Other Sites,2,13,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,South Canterbury,1,6,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Southern,1,21,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Southern,2,10,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Waikato,1,216,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Wairarapa,1,28,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,West Coast,1,7,,,,,,,,,,,,,,,,,,
02/05/2021,Group 3,Whanganui,1,18,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Auckland Metro,1,1349,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Auckland Metro,2,1782,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Bay of Plenty,1,74,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Bay of Plenty,2,71,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Canterbury,1,710,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Canterbury,2,846,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Capital & Coast and Hutt Valley,1,481,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Capital & Coast and Hutt Valley,2,584,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Hawke's Bay,1,16,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Hawke's Bay,2,59,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Lakes,1,238,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Lakes,2,111,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,MidCentral,1,24,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,MidCentral,2,135,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Nelson Marlborough,1,56,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Nelson Marlborough,2,84,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Northland,2,22,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Other Sites,1,619,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Other Sites,2,54,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,South Canterbury,2,30,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Southern,1,97,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Southern,2,588,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Tairawhiti,1,6,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Tairawhiti,2,8,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Taranaki,1,12,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Taranaki,2,21,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Waikato,1,35,,,,,,,,,,,,,,,,,,
09/05/2021,Group 1,Waikato,2,77,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Auckland Metro,1,12012,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Auckland Metro,2,10578,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Bay of Plenty,1,2798,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Bay of Plenty,2,679,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Canterbury,1,3969,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Canterbury,2,1491,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Capital & Coast and Hutt Valley,1,3387,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Capital & Coast and Hutt Valley,2,3661,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Hawke's Bay,1,2196,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Hawke's Bay,2,761,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Lakes,1,858,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Lakes,2,540,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,MidCentral,1,1913,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,MidCentral,2,168,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Nelson Marlborough,1,724,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Nelson Marlborough,2,1070,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Northland,1,2010,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Northland,2,1320,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Other Sites,1,1980,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Other Sites,2,167,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,South Canterbury,1,623,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,South Canterbury,2,593,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Southern,1,1580,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Southern,2,2730,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Tairawhiti,1,113,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Tairawhiti,2,575,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Taranaki,1,574,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Taranaki,2,272,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Waikato,1,2968,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Waikato,2,1529,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Wairarapa,1,482,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Wairarapa,2,279,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,West Coast,1,422,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,West Coast,2,107,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Whanganui,1,796,,,,,,,,,,,,,,,,,,
09/05/2021,Group 2,Whanganui,2,448,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Auckland Metro,1,1085,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Auckland Metro,2,13,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Bay of Plenty,1,1092,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Canterbury,1,56,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Canterbury,2,13,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Capital & Coast and Hutt Valley,1,468,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Capital & Coast and Hutt Valley,2,19,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Hawke's Bay,1,17,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Lakes,1,373,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,MidCentral,1,16,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,MidCentral,2,16,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Nelson Marlborough,1,1567,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Nelson Marlborough,2,772,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Northland,1,263,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Northland,2,15,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Other Sites,1,7,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,South Canterbury,1,243,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Southern,1,26,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Southern,2,42,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Waikato,1,647,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Waikato,2,21,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Wairarapa,1,28,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,West Coast,1,24,,,,,,,,,,,,,,,,,,
09/05/2021,Group 3,Whanganui,1,186,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Auckland Metro,1,835,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Auckland Metro,2,1877,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Bay of Plenty,1,20,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Bay of Plenty,2,59,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Canterbury,1,557,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Canterbury,2,1110,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Capital & Coast and Hutt Valley,1,353,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Capital & Coast and Hutt Valley,2,209,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Hawke's Bay,1,73,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Hawke's Bay,2,19,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Lakes,1,182,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Lakes,2,143,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,MidCentral,1,18,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,MidCentral,2,47,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Nelson Marlborough,1,42,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Nelson Marlborough,2,51,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Northland,1,7,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Northland,2,27,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Other Sites,1,563,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Other Sites,2,21,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,South Canterbury,1,6,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,South Canterbury,2,11,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Southern,1,93,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Southern,2,614,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Tairawhiti,1,11,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Tairawhiti,2,13,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Taranaki,1,5,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Taranaki,2,24,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Waikato,1,40,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Waikato,2,80,,,,,,,,,,,,,,,,,,
16/05/2021,Group 1,Whanganui,2,5,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Auckland Metro,1,13951,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Auckland Metro,2,7680,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Bay of Plenty,1,1042,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Bay of Plenty,2,1561,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Canterbury,1,3898,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Canterbury,2,3254,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Capital & Coast and Hutt Valley,1,4539,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Capital & Coast and Hutt Valley,2,2053,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Hawke's Bay,1,1414,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Hawke's Bay,2,1150,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Lakes,1,632,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Lakes,2,1180,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,MidCentral,1,1622,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,MidCentral,2,771,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Nelson Marlborough,1,818,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Nelson Marlborough,2,1369,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Northland,1,1846,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Northland,2,1333,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Other Sites,1,1742,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Other Sites,2,183,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,South Canterbury,1,289,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,South Canterbury,2,705,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Southern,1,2039,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Southern,2,2979,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Tairawhiti,1,284,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Tairawhiti,2,610,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Taranaki,1,603,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Taranaki,2,160,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Waikato,1,2539,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Waikato,2,2498,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Wairarapa,1,495,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Wairarapa,2,523,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,West Coast,1,399,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,West Coast,2,268,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Whanganui,1,514,,,,,,,,,,,,,,,,,,
16/05/2021,Group 2,Whanganui,2,606,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Auckland Metro,1,1803,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Auckland Metro,2,13,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Bay of Plenty,1,1910,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Canterbury,1,78,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Canterbury,2,19,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Capital & Coast and Hutt Valley,1,644,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Capital & Coast and Hutt Valley,2,50,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Hawke's Bay,1,79,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Hawke's Bay,2,49,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Lakes,1,341,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,MidCentral,1,620,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,MidCentral,2,5,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Nelson Marlborough,1,1391,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Nelson Marlborough,2,927,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Northland,1,261,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Northland,2,21,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Other Sites,1,15,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,South Canterbury,1,133,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Southern,1,107,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Southern,2,130,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Taranaki,1,23,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Waikato,1,760,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Waikato,2,55,,,,,,,,,,,,,,,,,,
