sa2_code,sa2,dhbresidence,ethnicity_priority,population,partially_vaccinated,fully_vaccinated,eligible_for_booster,boosted
315600,Pegasus Bay,Canterbury,Maori,120,100,96,66,44
315600,Pegasus Bay,Canterbury,Pacific Peoples,7,7,7,7,3
315700,Kaiapoi North West,Canterbury,Maori,225,202,198,122,61
315700,Kaiapoi North West,Canterbury,Pacific Peoples,49,44,42,24,14
315800,Silverstream (Waimakariri District),Canterbury,Maori,69,61,61,42,24
315800,Silverstream (Waimakariri District),Canterbury,Pacific Peoples,16,15,15,11,4
315900,Sovereign Palms,Canterbury,Maori,275,259,254,152,81
315900,Sovereign Palms,Canterbury,Pacific Peoples,47,44,43,25,16
316000,Kaiapoi West,Canterbury,Maori,135,122,119,64,27
316000,Kaiapoi West,Canterbury,Pacific Peoples,11,10,10,8,2
316100,Kaiapoi Central,Canterbury,Maori,213,193,188,115,65
316100,Kaiapoi Central,Canterbury,Pacific Peoples,27,28,25,14,7
316200,Kaiapoi South,Canterbury,Maori,120,116,113,67,42
316200,Kaiapoi South,Canterbury,Pacific Peoples,19,22,22,7,2
316300,Kaiapoi East,Canterbury,Maori,17,14,14,11,7
316300,Kaiapoi East,Canterbury,Pacific Peoples,11,9,9,5,1
316400,McLeans Island,Canterbury,Maori,7,7,7,4,2
316400,McLeans Island,Canterbury,Pacific Peoples,1,1,1,0,0
316500,Paparua,Canterbury,Maori,59,53,49,21,9
316500,Paparua,Canterbury,Pacific Peoples,16,17,17,12,6
316600,Yaldhurst,Canterbury,Maori,78,79,77,46,25
316600,Yaldhurst,Canterbury,Pacific Peoples,44,48,47,33,14
316700,Christchurch Airport,Canterbury,Maori,23,22,22,12,4
316800,Clearwater,Canterbury,Maori,28,26,26,15,8
316800,Clearwater,Canterbury,Pacific Peoples,8,7,7,6,4
316900,Belfast West,Canterbury,Maori,110,108,107,69,38
316900,Belfast West,Canterbury,Pacific Peoples,27,23,22,16,10
317000,Harewood,Canterbury,Maori,41,40,40,22,10
317000,Harewood,Canterbury,Pacific Peoples,12,10,10,9,6
317100,Brooklands-Spencerville,Canterbury,Maori,66,68,65,34,20
317100,Brooklands-Spencerville,Canterbury,Pacific Peoples,10,11,11,9,5
317200,Styx,Canterbury,Maori,78,71,68,47,29
317200,Styx,Canterbury,Pacific Peoples,7,6,6,4,2
317300,Belfast East,Canterbury,Maori,222,220,214,124,71
317300,Belfast East,Canterbury,Pacific Peoples,58,58,58,44,26
317400,Northwood,Canterbury,Maori,111,105,104,72,50
317400,Northwood,Canterbury,Pacific Peoples,19,20,19,15,9
317500,Russley,Canterbury,Maori,33,30,29,19,17
317500,Russley,Canterbury,Pacific Peoples,29,28,25,21,13
317600,Regents Park,Canterbury,Maori,44,43,43,33,24
317600,Regents Park,Canterbury,Pacific Peoples,15,21,20,13,4
317700,Hawthornden,Canterbury,Maori,129,127,124,79,49
317700,Hawthornden,Canterbury,Pacific Peoples,81,83,82,63,32
317800,Bishopdale North,Canterbury,Maori,287,269,262,163,98
317800,Bishopdale North,Canterbury,Pacific Peoples,85,77,74,48,22
317900,Casebrook,Canterbury,Maori,279,266,260,159,75
317900,Casebrook,Canterbury,Pacific Peoples,89,92,90,69,32
318000,Bishopdale West,Canterbury,Maori,179,173,165,107,59
318000,Bishopdale West,Canterbury,Pacific Peoples,97,94,89,55,32
318100,Templeton,Canterbury,Maori,160,167,166,111,58
318100,Templeton,Canterbury,Pacific Peoples,36,39,39,27,9
318200,Islington,Canterbury,Maori,114,112,107,72,43
318200,Islington,Canterbury,Pacific Peoples,56,53,50,33,21
318300,Burnside Park,Canterbury,Maori,139,137,133,84,51
318300,Burnside Park,Canterbury,Pacific Peoples,52,48,48,27,14
318400,Marshland,Canterbury,Maori,65,56,54,25,11
318400,Marshland,Canterbury,Pacific Peoples,8,8,8,6,2
318500,Avonhead North,Canterbury,Maori,51,48,46,27,21
318500,Avonhead North,Canterbury,Pacific Peoples,15,12,12,6,3
318600,Redwood North,Canterbury,Maori,183,183,177,116,67
318600,Redwood North,Canterbury,Pacific Peoples,38,41,41,24,13
318700,Broomfield,Canterbury,Maori,265,252,243,127,66
318700,Broomfield,Canterbury,Pacific Peoples,137,124,119,75,45
318800,Redwood West,Canterbury,Maori,234,207,192,112,59
318800,Redwood West,Canterbury,Pacific Peoples,82,83,81,50,27
318900,Avonhead West,Canterbury,Maori,39,40,40,23,18
318900,Avonhead West,Canterbury,Pacific Peoples,24,24,24,16,11
319000,Bishopdale South,Canterbury,Maori,131,132,127,83,57
319000,Bishopdale South,Canterbury,Pacific Peoples,64,72,71,56,34
319100,Islington-Hornby Industrial,Canterbury,Maori,35,30,30,23,14
319100,Islington-Hornby Industrial,Canterbury,Pacific Peoples,20,18,18,17,8
319200,Burnside,Canterbury,Maori,195,178,171,94,45
319200,Burnside,Canterbury,Pacific Peoples,74,71,70,40,20
319300,Hei Hei,Canterbury,Maori,353,332,320,183,94
319300,Hei Hei,Canterbury,Pacific Peoples,239,223,222,161,85
319400,Papanui North,Canterbury,Maori,224,192,175,88,46
319400,Papanui North,Canterbury,Pacific Peoples,83,85,83,56,33
319500,Avonhead East,Canterbury,Maori,113,109,106,68,33
319500,Avonhead East,Canterbury,Pacific Peoples,59,59,57,40,25
319600,Redwood East,Canterbury,Maori,263,243,240,164,93
319600,Redwood East,Canterbury,Pacific Peoples,73,73,70,46,19
319700,Avonhead South,Canterbury,Maori,125,122,118,69,33
319700,Avonhead South,Canterbury,Pacific Peoples,70,74,73,48,24
319800,Riccarton Racecourse,Canterbury,Maori,94,91,87,56,26
319800,Riccarton Racecourse,Canterbury,Pacific Peoples,62,71,69,48,28
319900,Bryndwr North,Canterbury,Maori,331,284,267,142,72
319900,Bryndwr North,Canterbury,Pacific Peoples,100,105,102,62,32
320000,Northlands (Christchurch City),Canterbury,Maori,5,8,7,5,2
320000,Northlands (Christchurch City),Canterbury,Pacific Peoples,2,1,1,1,1
320100,Papanui West,Canterbury,Maori,163,163,158,97,60
320100,Papanui West,Canterbury,Pacific Peoples,60,55,51,34,16
320200,Ilam North,Canterbury,Maori,128,125,120,84,48
320200,Ilam North,Canterbury,Pacific Peoples,62,64,63,42,19
320300,Hornby West,Canterbury,Maori,274,269,265,167,87
320300,Hornby West,Canterbury,Pacific Peoples,136,135,133,88,52
320400,Hornby Central,Canterbury,Maori,21,22,22,13,10
320400,Hornby Central,Canterbury,Pacific Peoples,2,3,3,3,0
320500,Northcote (Christchurch City),Canterbury,Maori,172,167,161,94,48
320500,Northcote (Christchurch City),Canterbury,Pacific Peoples,69,74,71,48,27
320600,Jellie Park,Canterbury,Maori,118,118,117,70,48
320600,Jellie Park,Canterbury,Pacific Peoples,35,29,29,18,12
320700,Ilam South,Canterbury,Maori,123,110,104,68,26
320700,Ilam South,Canterbury,Pacific Peoples,81,76,74,55,29
320800,Bryndwr South,Canterbury,Maori,195,168,158,92,50
320800,Bryndwr South,Canterbury,Pacific Peoples,64,64,63,47,30
320900,Papanui East,Canterbury,Maori,84,77,76,50,36
320900,Papanui East,Canterbury,Pacific Peoples,42,45,43,29,18
321000,Sockburn North,Canterbury,Maori,189,178,174,105,56
321000,Sockburn North,Canterbury,Pacific Peoples,132,124,122,87,50
321100,Hornby South,Canterbury,Maori,416,403,386,235,128
321100,Hornby South,Canterbury,Pacific Peoples,157,161,156,108,47
321200,Ilam University,Canterbury,Maori,129,126,125,109,38
321200,Ilam University,Canterbury,Pacific Peoples,61,54,52,38,17
321300,Prestons,Canterbury,Maori,184,181,177,125,77
321300,Prestons,Canterbury,Pacific Peoples,46,47,46,33,20
321400,Strowan,Canterbury,Maori,142,134,131,82,55
321400,Strowan,Canterbury,Pacific Peoples,40,38,38,30,21
321500,Fendalton,Canterbury,Maori,64,66,66,39,31
321500,Fendalton,Canterbury,Pacific Peoples,8,9,9,8,6
321600,Waitikiri,Canterbury,Maori,170,171,166,101,66
321600,Waitikiri,Canterbury,Pacific Peoples,27,30,29,19,10
321700,Mairehau North,Canterbury,Maori,232,208,202,134,75
321700,Mairehau North,Canterbury,Pacific Peoples,64,69,66,45,25
321800,Bush Inn,Canterbury,Maori,149,140,138,90,50
321800,Bush Inn,Canterbury,Pacific Peoples,72,70,69,47,20
321900,Awatea North,Canterbury,Maori,142,140,137,89,56
321900,Awatea North,Canterbury,Pacific Peoples,103,110,109,78,42
322000,Upper Riccarton,Canterbury,Maori,165,137,130,62,25
322000,Upper Riccarton,Canterbury,Pacific Peoples,81,75,71,45,14
322100,Malvern,Canterbury,Maori,127,124,121,77,48
322100,Malvern,Canterbury,Pacific Peoples,40,42,42,30,14
322200,Rutland,Canterbury,Maori,111,105,104,67,39
322200,Rutland,Canterbury,Pacific Peoples,31,27,26,13,7
322300,Sockburn South,Canterbury,Maori,48,44,41,30,14
322300,Sockburn South,Canterbury,Pacific Peoples,7,8,8,4,3
322400,Deans Bush,Canterbury,Maori,73,69,68,52,28
322400,Deans Bush,Canterbury,Pacific Peoples,24,26,26,14,6
322500,Wigram North,Canterbury,Maori,29,29,28,24,12
322500,Wigram North,Canterbury,Pacific Peoples,11,16,16,11,5
322600,Holmwood,Canterbury,Maori,57,60,59,44,29
322600,Holmwood,Canterbury,Pacific Peoples,12,14,14,11,3
322700,Wharenui,Canterbury,Maori,183,170,168,105,50
322700,Wharenui,Canterbury,Pacific Peoples,102,105,105,73,29
322800,Wigram West,Canterbury,Maori,42,40,39,30,21
322800,Wigram West,Canterbury,Pacific Peoples,6,5,5,5,3
322900,Awatea South,Canterbury,Maori,50,40,39,26,19
322900,Awatea South,Canterbury,Pacific Peoples,35,39,39,31,13
323000,Merivale,Canterbury,Maori,94,93,89,55,34
323000,Merivale,Canterbury,Pacific Peoples,32,30,30,20,12
323100,Mairehau South,Canterbury,Maori,264,245,237,147,83
323100,Mairehau South,Canterbury,Pacific Peoples,100,100,100,58,26
323200,Mona Vale,Canterbury,Maori,70,66,66,42,30
323200,Mona Vale,Canterbury,Pacific Peoples,29,30,30,20,9
323300,Riccarton West,Canterbury,Maori,248,234,220,118,57
323300,Riccarton West,Canterbury,Pacific Peoples,114,121,118,71,26
323400,Shirley West,Canterbury,Maori,429,374,359,194,102
323400,Shirley West,Canterbury,Pacific Peoples,192,176,166,109,56
323500,Middleton,Canterbury,Maori,9,8,8,4,2
323500,Middleton,Canterbury,Pacific Peoples,11,13,12,4,1
323600,Wigram South,Canterbury,Maori,27,27,27,19,10
323600,Wigram South,Canterbury,Pacific Peoples,7,6,6,6,3
323700,Queenspark,Canterbury,Maori,298,273,265,164,105
323700,Queenspark,Canterbury,Pacific Peoples,89,86,83,41,33
323800,St Albans North,Canterbury,Maori,134,118,116,80,50
323800,St Albans North,Canterbury,Pacific Peoples,47,41,40,26,12
323900,St Albans West,Canterbury,Maori,129,130,124,80,44
323900,St Albans West,Canterbury,Pacific Peoples,41,43,43,34,18
324000,Travis Wetlands,Canterbury,Maori,157,145,142,90,53
324000,Travis Wetlands,Canterbury,Pacific Peoples,57,49,48,33,13
324100,Wigram East,Canterbury,Maori,27,30,30,22,12
324100,Wigram East,Canterbury,Pacific Peoples,9,9,9,6,6
324200,Riccarton Central,Canterbury,Maori,4,4,4,3,1
324200,Riccarton Central,Canterbury,Pacific Peoples,1,2,2,2,0
324300,Oaklands West,Canterbury,Maori,116,114,111,80,57
324300,Oaklands West,Canterbury,Pacific Peoples,51,56,54,42,21
324400,Riccarton South,Canterbury,Maori,180,163,153,106,57
324400,Riccarton South,Canterbury,Pacific Peoples,69,69,68,49,17
324500,Halswell West,Canterbury,Maori,150,160,159,113,60
324500,Halswell West,Canterbury,Pacific Peoples,52,48,48,31,18
324600,Shirley East,Canterbury,Maori,197,182,179,105,56
324600,Shirley East,Canterbury,Pacific Peoples,47,48,47,26,16
324700,Broken Run,Canterbury,Maori,17,16,16,11,8
324700,Broken Run,Canterbury,Pacific Peoples,13,14,14,10,7
324800,St Albans East,Canterbury,Maori,207,181,177,118,75
324800,St Albans East,Canterbury,Pacific Peoples,69,71,68,46,19
324900,Hagley Park,Canterbury,Maori,11,10,10,6,4
324900,Hagley Park,Canterbury,Pacific Peoples,1,1,1,0,0
325000,Hillmorton,Canterbury,Maori,176,178,175,114,71
325000,Hillmorton,Canterbury,Pacific Peoples,76,82,82,57,29
325100,Parklands,Canterbury,Maori,432,419,401,236,136
325100,Parklands,Canterbury,Pacific Peoples,106,100,97,58,27
325200,Riccarton East,Canterbury,Maori,51,52,51,34,19
325200,Riccarton East,Canterbury,Pacific Peoples,19,17,17,14,8
325300,Edgeware,Canterbury,Maori,288,263,254,165,89
325300,Edgeware,Canterbury,Pacific Peoples,80,68,66,44,23
325400,Aidanfield,Canterbury,Maori,98,90,90,67,54
325400,Aidanfield,Canterbury,Pacific Peoples,52,50,50,38,25
325500,Tower Junction,Canterbury,Maori,4,4,3,2,2
325500,Tower Junction,Canterbury,Pacific Peoples,2,2,2,2,1
325600,Burwood,Canterbury,Maori,352,323,314,178,106
325600,Burwood,Canterbury,Pacific Peoples,83,83,81,61,37
325700,Christchurch Central-West,Canterbury,Maori,105,98,94,68,30
325700,Christchurch Central-West,Canterbury,Pacific Peoples,27,25,25,16,9
325800,Christchurch Central-North,Canterbury,Maori,192,174,170,111,69
325800,Christchurch Central-North,Canterbury,Pacific Peoples,53,46,46,28,17
325900,Richmond North (Christchurch City),Canterbury,Maori,203,187,173,104,53
325900,Richmond North (Christchurch City),Canterbury,Pacific Peoples,60,51,46,28,15
326000,Waimairi Beach,Canterbury,Maori,69,68,66,43,30
326000,Waimairi Beach,Canterbury,Pacific Peoples,16,13,13,10,5
326100,Addington West,Canterbury,Maori,198,175,171,108,62
326100,Addington West,Canterbury,Pacific Peoples,93,96,94,65,32
326200,Otakaro-Avon River Corridor,Canterbury,Maori,24,18,18,12,6
326200,Otakaro-Avon River Corridor,Canterbury,Pacific Peoples,4,5,5,3,0
326300,Oaklands East,Canterbury,Maori,214,198,194,118,64
326300,Oaklands East,Canterbury,Pacific Peoples,71,64,63,35,17
326400,Addington North,Canterbury,Maori,4,2,2,1,0
326400,Addington North,Canterbury,Pacific Peoples,1,1,1,1,0
326500,Dallington,Canterbury,Maori,233,216,203,114,54
326500,Dallington,Canterbury,Pacific Peoples,77,75,74,50,27
326600,Christchurch Central,Canterbury,Maori,2,3,3,2,2
326600,Christchurch Central,Canterbury,Pacific Peoples,2,2,2,1,0
326700,Hoon Hay West,Canterbury,Maori,383,366,348,189,98
326700,Hoon Hay West,Canterbury,Pacific Peoples,384,373,352,220,107
326800,Richmond South (Christchurch City),Canterbury,Maori,212,200,193,121,62
326800,Richmond South (Christchurch City),Canterbury,Pacific Peoples,63,62,58,35,19
326900,Spreydon West,Canterbury,Maori,269,247,239,161,91
326900,Spreydon West,Canterbury,Pacific Peoples,67,62,60,34,17
327000,Christchurch Central-East,Canterbury,Maori,214,212,208,131,76
327000,Christchurch Central-East,Canterbury,Pacific Peoples,60,53,49,39,23
327100,Christchurch Central-South,Canterbury,Maori,56,57,54,34,18
327100,Christchurch Central-South,Canterbury,Pacific Peoples,9,9,9,6,6
327200,North Beach,Canterbury,Maori,461,427,417,237,140
327200,North Beach,Canterbury,Pacific Peoples,99,89,88,60,33
327300,Halswell North,Canterbury,Maori,76,76,75,53,32
327300,Halswell North,Canterbury,Pacific Peoples,39,41,41,27,15
327400,Addington East,Canterbury,Maori,275,253,241,151,77
327400,Addington East,Canterbury,Pacific Peoples,98,92,91,70,35
327500,Avondale (Christchurch City),Canterbury,Maori,265,244,238,134,80
327500,Avondale (Christchurch City),Canterbury,Pacific Peoples,119,109,104,77,34
327600,Spreydon North,Canterbury,Maori,348,319,310,189,113
327600,Spreydon North,Canterbury,Pacific Peoples,112,122,120,82,30
327700,Hoon Hay East,Canterbury,Maori,202,190,185,125,67
327700,Hoon Hay East,Canterbury,Pacific Peoples,77,84,83,61,35
327800,Avonside,Canterbury,Maori,230,209,193,102,48
327800,Avonside,Canterbury,Pacific Peoples,98,90,87,50,17
327900,Linwood West,Canterbury,Maori,526,435,406,220,105
327900,Linwood West,Canterbury,Pacific Peoples,240,243,236,172,89
328000,Halswell South,Canterbury,Maori,123,115,114,81,53
328000,Halswell South,Canterbury,Pacific Peoples,33,32,32,23,13
328100,Sydenham Central,Canterbury,Maori,24,23,22,14,9
328100,Sydenham Central,Canterbury,Pacific Peoples,6,7,6,5,3
328200,Spreydon South,Canterbury,Maori,171,160,157,87,52
328200,Spreydon South,Canterbury,Pacific Peoples,45,46,45,32,16
328300,Rawhiti ,Canterbury,Maori,321,298,283,163,77
328300,Rawhiti ,Canterbury,Pacific Peoples,98,98,97,59,39
328400,Wainoni,Canterbury,Maori,434,390,380,200,111
328400,Wainoni,Canterbury,Pacific Peoples,176,155,151,86,48
328500,Linwood North,Canterbury,Maori,400,360,333,193,92
328500,Linwood North,Canterbury,Pacific Peoples,142,143,138,90,42
328600,Aranui,Canterbury,Maori,972,830,788,350,151
328600,Aranui,Canterbury,Pacific Peoples,511,468,447,294,148
328700,Sydenham West,Canterbury,Maori,101,93,91,60,35
328700,Sydenham West,Canterbury,Pacific Peoples,29,30,29,16,14
328800,Lancaster Park,Canterbury,Maori,32,31,29,13,3
328800,Lancaster Park,Canterbury,Pacific Peoples,16,10,10,6,0
328900,Phillipstown,Canterbury,Maori,491,461,438,205,89
328900,Phillipstown,Canterbury,Pacific Peoples,234,226,218,153,78
329000,Kennedys Bush,Canterbury,Maori,28,24,24,16,12
329000,Kennedys Bush,Canterbury,Pacific Peoples,6,4,4,4,3
329100,Somerfield East,Canterbury,Maori,191,186,180,111,70
329100,Somerfield East,Canterbury,Pacific Peoples,44,40,37,26,12
329200,Somerfield West,Canterbury,Maori,144,141,139,100,54
329200,Somerfield West,Canterbury,Pacific Peoples,34,37,36,28,13
329300,Linwood East,Canterbury,Maori,317,293,283,172,82
329300,Linwood East,Canterbury,Pacific Peoples,138,141,140,99,61
329400,Sydenham North,Canterbury,Maori,177,161,154,78,39
329400,Sydenham North,Canterbury,Pacific Peoples,68,63,63,42,28
329500,Hoon Hay South,Canterbury,Maori,83,84,84,51,38
329500,Hoon Hay South,Canterbury,Pacific Peoples,48,48,47,33,20
329600,Charleston (Christchurch City),Canterbury,Maori,177,160,146,78,42
329600,Charleston (Christchurch City),Canterbury,Pacific Peoples,63,60,55,30,8
329700,Sydenham South,Canterbury,Maori,165,153,147,86,49
329700,Sydenham South,Canterbury,Pacific Peoples,61,57,57,42,21
329800,Bexley,Canterbury,Maori,483,415,398,203,93
329800,Bexley,Canterbury,Pacific Peoples,214,209,205,126,71
329900,Waltham,Canterbury,Maori,161,151,146,78,42
329900,Waltham,Canterbury,Pacific Peoples,82,79,79,59,37
330000,Westmorland,Canterbury,Maori,88,93,93,65,41
330000,Westmorland,Canterbury,Pacific Peoples,17,15,15,10,5
330100,Woolston North,Canterbury,Maori,430,408,381,200,98
330100,Woolston North,Canterbury,Pacific Peoples,175,165,160,103,53
330200,New Brighton,Canterbury,Maori,324,294,282,189,111
330200,New Brighton,Canterbury,Pacific Peoples,78,69,67,46,29
330300,Cashmere West,Canterbury,Maori,96,98,96,64,43
330300,Cashmere West,Canterbury,Pacific Peoples,24,23,23,18,10
330400,Bromley South,Canterbury,Maori,392,373,354,206,115
330400,Bromley South,Canterbury,Pacific Peoples,228,221,216,146,83
330500,Ensors,Canterbury,Maori,223,201,193,112,55
330500,Ensors,Canterbury,Pacific Peoples,81,78,76,44,24
330600,Beckenham,Canterbury,Maori,83,86,84,66,43
330600,Beckenham,Canterbury,Pacific Peoples,10,10,10,6,5
330700,Bromley North,Canterbury,Maori,12,9,9,4,2
330800,St Martins,Canterbury,Maori,161,140,135,83,47
330800,St Martins,Canterbury,Pacific Peoples,44,39,39,22,15
330900,Opawa,Canterbury,Maori,74,67,66,44,30
330900,Opawa,Canterbury,Pacific Peoples,12,15,15,8,2
331000,Woolston West,Canterbury,Maori,165,155,146,67,29
331000,Woolston West,Canterbury,Pacific Peoples,52,48,47,35,10
331100,Woolston East,Canterbury,Maori,329,305,293,174,87
331100,Woolston East,Canterbury,Pacific Peoples,211,212,209,152,90
331200,Huntsbury,Canterbury,Maori,89,94,92,69,38
331200,Huntsbury,Canterbury,Pacific Peoples,10,7,7,5,4
331300,Cashmere East,Canterbury,Maori,105,102,101,75,48
331300,Cashmere East,Canterbury,Pacific Peoples,15,16,16,13,9
331400,Hillsborough (Christchurch City),Canterbury,Maori,149,148,143,80,57
331400,Hillsborough (Christchurch City),Canterbury,Pacific Peoples,25,25,25,16,10
331500,Woolston South,Canterbury,Maori,45,46,42,26,19
331500,Woolston South,Canterbury,Pacific Peoples,27,24,24,18,8
331600,Port Hills,Canterbury,Maori,2,2,2,1,0
331600,Port Hills,Canterbury,Pacific Peoples,2,1,1,0,0
331700,South New Brighton,Canterbury,Maori,323,294,278,171,103
331700,South New Brighton,Canterbury,Pacific Peoples,51,53,50,28,15
331800,Brookhaven-Ferrymead,Canterbury,Maori,89,93,88,47,25
331800,Brookhaven-Ferrymead,Canterbury,Pacific Peoples,57,57,57,47,19
331900,Heathcote Valley,Canterbury,Maori,116,114,112,76,51
331900,Heathcote Valley,Canterbury,Pacific Peoples,21,19,19,13,8
332000,Mount Pleasant,Canterbury,Maori,103,104,103,73,51
332000,Mount Pleasant,Canterbury,Pacific Peoples,22,19,19,8,4
332100,Redcliffs,Canterbury,Maori,85,79,78,66,41
332100,Redcliffs,Canterbury,Pacific Peoples,5,5,5,3,1
332200,Governors Bay,Canterbury,Maori,31,32,32,20,11
332200,Governors Bay,Canterbury,Pacific Peoples,10,9,9,7,4
332400,Clifton Hill,Canterbury,Maori,48,47,47,33,26
332400,Clifton Hill,Canterbury,Pacific Peoples,7,7,7,3,2
332500,Lyttelton,Canterbury,Maori,261,253,249,178,109
332500,Lyttelton,Canterbury,Pacific Peoples,23,19,18,12,8
332700,Sumner,Canterbury,Maori,122,119,117,83,59
332700,Sumner,Canterbury,Pacific Peoples,23,20,20,14,11
332800,Teddington,Canterbury,Maori,13,10,10,7,4
332800,Teddington,Canterbury,Pacific Peoples,2,4,4,3,2
332900,Diamond Harbour,Canterbury,Maori,53,51,49,35,21
332900,Diamond Harbour,Canterbury,Pacific Peoples,10,11,10,6,3
333100,Banks Peninsula South,Canterbury,Maori,80,75,71,48,25
333100,Banks Peninsula South,Canterbury,Pacific Peoples,4,6,6,4,2
333200,Eastern Bays-Banks Peninsula,Canterbury,Maori,50,51,49,36,26
333200,Eastern Bays-Banks Peninsula,Canterbury,Pacific Peoples,2,2,1,1,1
333300,Akaroa Harbour,Canterbury,Maori,46,41,39,30,16
333300,Akaroa Harbour,Canterbury,Pacific Peoples,4,4,4,3,1
333500,Akaroa,Canterbury,Maori,43,33,33,27,19
333500,Akaroa,Canterbury,Pacific Peoples,2,4,4,3,2
333600,Craigieburn,Canterbury,Maori,6,4,4,3,1
333600,Craigieburn,Canterbury,Pacific Peoples,2,2,2,1,1
333700,Torlesse,Canterbury,Maori,73,71,68,43,26
333700,Torlesse,Canterbury,Pacific Peoples,4,4,4,3,0
333800,Glenroy-Hororata,Canterbury,Maori,52,50,49,37,15
333800,Glenroy-Hororata,Canterbury,Pacific Peoples,1,1,1,1,1
333900,Glentunnel,Canterbury,Maori,41,38,36,19,12
333900,Glentunnel,Canterbury,Pacific Peoples,9,8,8,5,2
334000,Darfield,Canterbury,Maori,109,106,103,73,44
334000,Darfield,Canterbury,Pacific Peoples,25,24,22,12,7
334100,Kirwee,Canterbury,Maori,33,37,37,25,13
334100,Kirwee,Canterbury,Pacific Peoples,10,10,10,5,1
334200,Bankside,Canterbury,Maori,61,54,53,31,13
334200,Bankside,Canterbury,Pacific Peoples,17,22,21,10,2
334300,Charing Cross,Canterbury,Maori,45,49,46,24,9
334300,Charing Cross,Canterbury,Pacific Peoples,3,5,5,3,1
334400,Halkett,Canterbury,Maori,47,44,44,29,17
334400,Halkett,Canterbury,Pacific Peoples,25,28,26,19,12
334500,Newtons Road,Canterbury,Maori,168,157,152,100,53
334500,Newtons Road,Canterbury,Pacific Peoples,19,18,18,9,4
334600,West Melton,Canterbury,Maori,80,91,90,59,35
334600,West Melton,Canterbury,Pacific Peoples,9,9,9,5,3
334700,Burnham Camp,Canterbury,Maori,96,114,114,89,59
334700,Burnham Camp,Canterbury,Pacific Peoples,34,35,35,26,19
334800,Rolleston Izone,Canterbury,Maori,2,2,2,2,0
334800,Rolleston Izone,Canterbury,Pacific Peoples,1,1,1,0,0
334900,Rolleston North West,Canterbury,Maori,225,221,218,150,95
334900,Rolleston North West,Canterbury,Pacific Peoples,75,81,81,54,27
335000,Springston,Canterbury,Maori,101,95,94,53,34
335000,Springston,Canterbury,Pacific Peoples,26,22,21,18,9
335100,Rolleston Central,Canterbury,Maori,201,216,213,136,80
335100,Rolleston Central,Canterbury,Pacific Peoples,61,69,68,42,21
335200,Rolleston North East,Canterbury,Maori,291,293,289,183,97
335200,Rolleston North East,Canterbury,Pacific Peoples,78,82,82,66,28
335300,Rolleston South West,Canterbury,Maori,225,237,233,147,81
335300,Rolleston South West,Canterbury,Pacific Peoples,55,57,56,40,25
335400,Southbridge,Canterbury,Maori,157,143,141,90,40
335400,Southbridge,Canterbury,Pacific Peoples,31,38,38,22,7
335500,Rolleston South East,Canterbury,Maori,388,403,399,269,126
335500,Rolleston South East,Canterbury,Pacific Peoples,182,175,172,118,45
335600,Trents,Canterbury,Maori,83,77,75,47,31
335600,Trents,Canterbury,Pacific Peoples,19,17,17,8,4
335700,Prebbleton,Canterbury,Maori,133,136,132,102,72
335700,Prebbleton,Canterbury,Pacific Peoples,14,16,16,12,8
335800,Irwell,Canterbury,Maori,79,77,72,45,21
335800,Irwell,Canterbury,Pacific Peoples,16,18,18,12,2
335900,Ladbrooks,Canterbury,Maori,69,72,72,54,39
335900,Ladbrooks,Canterbury,Pacific Peoples,6,6,6,5,3
336000,Lincoln West,Canterbury,Maori,144,143,142,101,59
336000,Lincoln West,Canterbury,Pacific Peoples,42,33,33,26,8
336100,Lincoln East,Canterbury,Maori,159,156,155,111,70
336100,Lincoln East,Canterbury,Pacific Peoples,35,37,37,22,12
336200,Leeston,Canterbury,Maori,147,143,140,77,46
336200,Leeston,Canterbury,Pacific Peoples,11,12,12,5,1
336300,Tai Tapu,Canterbury,Maori,56,56,55,47,31
336300,Tai Tapu,Canterbury,Pacific Peoples,3,5,5,5,4
336400,Motukarara,Canterbury,Maori,37,31,31,16,9
336400,Motukarara,Canterbury,Pacific Peoples,4,3,3,2,1
336600,Ashburton Lakes,Canterbury,Maori,2,2,2,1,0
336600,Ashburton Lakes,Canterbury,Pacific Peoples,1,0,0,0,0
336700,Cairnbrae,Canterbury,Maori,40,40,39,23,12
336700,Cairnbrae,Canterbury,Pacific Peoples,9,13,13,10,6
336800,Ashburton Forks,Canterbury,Maori,62,54,51,30,14
336800,Ashburton Forks,Canterbury,Pacific Peoples,22,23,23,12,3
336900,Methven,Canterbury,Maori,81,78,77,51,29
336900,Methven,Canterbury,Pacific Peoples,11,18,17,10,6
337000,Ealing-Lowcliffe,Canterbury,Maori,73,67,66,38,20
337000,Ealing-Lowcliffe,Canterbury,Pacific Peoples,13,15,15,10,6
337100,Eiffelton,Canterbury,Maori,78,75,71,40,14
337100,Eiffelton,Canterbury,Pacific Peoples,17,19,19,5,1
337200,Chertsey,Canterbury,Maori,79,83,82,33,16
337200,Chertsey,Canterbury,Pacific Peoples,14,17,16,10,6
337300,Winchmore-Wakanui,Canterbury,Maori,48,48,42,27,13
337300,Winchmore-Wakanui,Canterbury,Pacific Peoples,13,12,12,7,5
337400,Allenton North,Canterbury,Maori,116,103,96,53,22
337400,Allenton North,Canterbury,Pacific Peoples,73,80,79,45,15
