Ethnic group,Age group,Gender,DHB of residence,Population
Pacific Peoples,55 to 59,Female,Hawke's Bay,149
Asian,30 to 34,Male,Tairawhiti,150
Asian,35 to 39,Female,Whanganui,150
Asian,70 to 74,Male,Bay of Plenty,150
Asian,90+,Male,Auckland,150
Pacific Peoples,15 to 19,Female,Northland,150
Pacific Peoples,40 to 44,Male,Northland,151
Asian,25 to 29,Male,Tairawhiti,152
Asian,45 to 49,Male,South Canterbury,152
Pacific Peoples,50 to 54,Male,MidCentral,152
Pacific Peoples,80 to 84,Male,Waitemata,152
Pacific Peoples,45 to 49,Female,Bay of Plenty,153
Maori,75 to 79,Male,Tairawhiti,154
Maori,45 to 49,Female,South Canterbury,155
Pacific Peoples,10 to 14,Female,Nelson Marlborough,155
Asian,15 to 19,Male,Taranaki,156
Maori,75 to 79,Male,Southern,156
Pacific Peoples,15 to 19,Male,Northland,156
Asian,35 to 39,Male,Whanganui,157
Maori,55 to 59,Male,Overseas/Unknown,157
Maori,75 to 79,Male,Auckland,157
Maori,85 to 89,Female,Northland,157
Pacific Peoples,70 to 74,Male,Hutt Valley,157
Asian,80 to 84,Female,Waikato,159
Pacific Peoples,0 to 4,Male,Northland,159
Pacific Peoples,5 to 9,Male,Nelson Marlborough,159
Pacific Peoples,45 to 49,Female,MidCentral,160
Asian,20 to 24,Female,Nelson Marlborough,161
Asian,40 to 44,Female,South Canterbury,161
Asian,50 to 54,Female,Taranaki,161
Asian,80 to 84,Male,Canterbury,161
Pacific Peoples,85 to 89,Male,Counties Manukau,161
Asian,0 to 4,Female,South Canterbury,162
Asian,75 to 79,Female,Hutt Valley,162
Maori,50 to 54,Female,South Canterbury,162
Asian,30 to 34,Male,Whanganui,163
Asian,35 to 39,Female,Overseas/Unknown,163
Maori,10 to 14,Female,West Coast,163
Pacific Peoples,15 to 19,Male,Nelson Marlborough,163
Asian,0 to 4,Male,South Canterbury,164
Pacific Peoples,30 to 34,Female,Northland,164
Asian,55 to 59,Male,Hawke's Bay,165
Pacific Peoples,0 to 4,Female,Northland,165
Pacific Peoples,20 to 24,Male,Northland,165
Pacific Peoples,50 to 54,Female,Hawke's Bay,165
Pacific Peoples,70 to 74,Female,Hutt Valley,165
Asian,65 to 69,Male,MidCentral,166
Asian,50 to 54,Male,Northland,167
Maori,0 to 4,Male,West Coast,167
Maori,75 to 79,Female,Auckland,167
Maori,0 to 4,Female,West Coast,168
Maori,30 to 34,Female,South Canterbury,168
Maori,75 to 79,Female,Southern,168
Maori,80 to 84,Female,Hawke's Bay,168
Maori,80 to 84,Female,Waitemata,168
Maori,75 to 79,Male,MidCentral,169
Maori,60 to 64,Male,Wairarapa,170
Asian,30 to 34,Female,Whanganui,171
Asian,60 to 64,Female,Hawke's Bay,171
European or Other,85 to 89,Male,Tairawhiti,171
European or Other,85 to 89,Male,West Coast,171
Asian,50 to 54,Male,Nelson Marlborough,172
Asian,65 to 69,Male,Southern,173
Asian,90+,Female,Counties Manukau,173
Maori,15 to 19,Male,Overseas/Unknown,173
Pacific Peoples,35 to 39,Female,Bay of Plenty,173
Asian,70 to 74,Female,MidCentral,174
Maori,25 to 29,Female,South Canterbury,175
Maori,30 to 34,Male,South Canterbury,175
Pacific Peoples,40 to 44,Female,MidCentral,175
Pacific Peoples,45 to 49,Male,MidCentral,175
Pacific Peoples,75 to 79,Male,Capital and Coast,175
Asian,25 to 29,Female,South Canterbury,177
Asian,45 to 49,Male,Taranaki,179
Asian,20 to 24,Female,Lakes,180
Maori,80 to 84,Female,Lakes,180
Asian,60 to 64,Female,Lakes,182
Maori,20 to 24,Female,South Canterbury,183
Pacific Peoples,40 to 44,Female,Bay of Plenty,183
Pacific Peoples,85 to 89,Female,Auckland,183
Maori,65 to 69,Male,Nelson Marlborough,184
Pacific Peoples,45 to 49,Female,Hawke's Bay,184
Asian,45 to 49,Female,Taranaki,185
Asian,20 to 24,Male,Taranaki,186
European or Other,90+,Male,Whanganui,186
Maori,75 to 79,Female,Capital and Coast,187
Pacific Peoples,15 to 19,Female,Bay of Plenty,187
Asian,50 to 54,Male,Lakes,188
Maori,5 to 9,Female,West Coast,188
Pacific Peoples,50 to 54,Male,Bay of Plenty,188
Asian,20 to 24,Female,Overseas/Unknown,189
European or Other,70 to 74,Female,Overseas/Unknown,189
Maori,15 to 19,Male,West Coast,189
Asian,20 to 24,Male,Northland,190
European or Other,10 to 14,Female,Overseas/Unknown,190
European or Other,90+,Female,Tairawhiti,191
Pacific Peoples,10 to 14,Male,Nelson Marlborough,191
Pacific Peoples,35 to 39,Male,Northland,191
Asian,50 to 54,Male,Hawke's Bay,192
Asian,55 to 59,Female,Nelson Marlborough,193
European or Other,90+,Male,South Canterbury,193
Maori,25 to 29,Male,South Canterbury,193
Asian,15 to 19,Male,Northland,194
Maori,80 to 84,Male,Bay of Plenty,194
Pacific Peoples,25 to 29,Male,Northland,194
Pacific Peoples,40 to 44,Female,Hawke's Bay,194
Asian,40 to 44,Male,South Canterbury,195
European or Other,85 to 89,Female,West Coast,195
Pacific Peoples,30 to 34,Male,Northland,195
Pacific Peoples,5 to 9,Female,Northland,195
Pacific Peoples,80 to 84,Male,Auckland,195
Asian,10 to 14,Male,Taranaki,196
Asian,70 to 74,Female,Bay of Plenty,196
Maori,55 to 59,Male,Wairarapa,196
Pacific Peoples,45 to 49,Female,Southern,198
Maori,70 to 74,Male,Whanganui,199
Asian,10 to 14,Female,Taranaki,200
Pacific Peoples,50 to 54,Male,Southern,200
Asian,55 to 59,Female,Lakes,201
Pacific Peoples,0 to 4,Female,Bay of Plenty,201
Pacific Peoples,10 to 14,Female,Northland,201
Pacific Peoples,10 to 14,Male,Northland,201
Pacific Peoples,65 to 69,Male,Canterbury,201
Asian,60 to 64,Male,Southern,203
Pacific Peoples,40 to 44,Male,MidCentral,203
Pacific Peoples,50 to 54,Male,Hawke's Bay,203
Maori,50 to 54,Male,Wairarapa,204
Pacific Peoples,50 to 54,Female,Southern,204
Asian,10 to 14,Female,Northland,205
Maori,20 to 24,Male,South Canterbury,205
Maori,75 to 79,Male,Hawke's Bay,205
Pacific Peoples,65 to 69,Male,Hutt Valley,205
Asian,15 to 19,Female,Lakes,206
Asian,55 to 59,Female,Hawke's Bay,206
Asian,65 to 69,Male,Bay of Plenty,206
Maori,10 to 14,Male,West Coast,206
Asian,80 to 84,Female,Canterbury,208
Maori,75 to 79,Male,Lakes,208
Pacific Peoples,35 to 39,Female,MidCentral,208
Pacific Peoples,65 to 69,Male,Waikato,208
Maori,70 to 74,Male,Taranaki,209
Maori,75 to 79,Female,MidCentral,209
Asian,10 to 14,Male,Northland,210
Asian,60 to 64,Male,Bay of Plenty,210
Maori,75 to 79,Male,Waitemata,210
European or Other,10 to 14,Male,Overseas/Unknown,211
Maori,45 to 49,Male,Wairarapa,211
Pacific Peoples,65 to 69,Female,Canterbury,213
Asian,35 to 39,Female,South Canterbury,214
Asian,60 to 64,Female,Northland,214
Asian,60 to 64,Male,MidCentral,214
Maori,5 to 9,Male,West Coast,215
Maori,50 to 54,Female,Wairarapa,215
Maori,70 to 74,Female,Nelson Marlborough,216
Maori,70 to 74,Male,Hutt Valley,216
Pacific Peoples,20 to 24,Male,Overseas/Unknown,216
Pacific Peoples,75 to 79,Female,Capital and Coast,216
Pacific Peoples,20 to 24,Female,Bay of Plenty,217
Pacific Peoples,45 to 49,Male,Nelson Marlborough,217
Pacific Peoples,65 to 69,Female,Waikato,217
Asian,80 to 84,Male,Capital and Coast,218
Asian,15 to 19,Male,Lakes,219
European or Other,0 to 4,Female,Overseas/Unknown,219
Maori,60 to 64,Female,Wairarapa,219
Asian,20 to 24,Female,Hawke's Bay,220
Pacific Peoples,35 to 39,Female,Hawke's Bay,221
Pacific Peoples,65 to 69,Female,Hutt Valley,221
Asian,75 to 79,Male,Waikato,223
Asian,25 to 29,Male,South Canterbury,224
Asian,55 to 59,Male,MidCentral,224
European or Other,0 to 4,Male,Overseas/Unknown,224
Maori,75 to 79,Female,Tairawhiti,224
Asian,50 to 54,Female,Nelson Marlborough,225
European or Other,90+,Male,Lakes,225
Maori,80 to 84,Male,Waikato,225
Pacific Peoples,30 to 34,Female,Bay of Plenty,225
Pacific Peoples,40 to 44,Male,Overseas/Unknown,225
Pacific Peoples,45 to 49,Male,Bay of Plenty,225
Asian,50 to 54,Female,Hawke's Bay,226
Asian,90+,Female,Auckland,226
Maori,15 to 19,Male,South Canterbury,226
Maori,40 to 44,Female,Wairarapa,226
Pacific Peoples,35 to 39,Male,MidCentral,226
Pacific Peoples,5 to 9,Male,Northland,226
Maori,15 to 19,Female,South Canterbury,228
Asian,65 to 69,Female,Southern,229
European or Other,85 to 89,Female,Tairawhiti,230
Maori,70 to 74,Female,Taranaki,231
Pacific Peoples,25 to 29,Female,Bay of Plenty,231
Asian,15 to 19,Female,Hawke's Bay,233
Maori,40 to 44,Male,Wairarapa,233
Maori,70 to 74,Female,Hutt Valley,233
Asian,45 to 49,Male,Lakes,236
Pacific Peoples,40 to 44,Female,Southern,236
Asian,15 to 19,Female,Nelson Marlborough,237
Asian,80 to 84,Female,Capital and Coast,237
Maori,10 to 14,Female,South Canterbury,237
Asian,10 to 14,Female,Lakes,238
Asian,20 to 24,Male,Hawke's Bay,238
Asian,25 to 29,Female,Taranaki,238
Maori,45 to 49,Male,Overseas/Unknown,238
Maori,35 to 39,Male,Wairarapa,239
Maori,50 to 54,Male,Overseas/Unknown,239
Maori,80 to 84,Male,Northland,240
Pacific Peoples,60 to 64,Male,Hutt Valley,240
Asian,20 to 24,Male,Nelson Marlborough,241
Asian,55 to 59,Female,Northland,241
Pacific Peoples,80 to 84,Female,Waitemata,241
Pacific Peoples,30 to 34,Female,MidCentral,242
Asian,65 to 69,Female,MidCentral,243
Maori,75 to 79,Male,Canterbury,243
Maori,55 to 59,Female,Wairarapa,244
Pacific Peoples,30 to 34,Female,Hawke's Bay,244
Asian,30 to 34,Female,South Canterbury,246
Pacific Peoples,10 to 14,Female,Bay of Plenty,246
Pacific Peoples,15 to 19,Male,Bay of Plenty,246
Pacific Peoples,0 to 4,Male,Bay of Plenty,247
Pacific Peoples,60 to 64,Female,Waikato,247
Asian,30 to 34,Female,Overseas/Unknown,249
Maori,70 to 74,Female,Whanganui,250
Asian,35 to 39,Male,South Canterbury,251
Pacific Peoples,5 to 9,Male,Bay of Plenty,251
Pacific Peoples,60 to 64,Male,Waikato,251
Pacific Peoples,5 to 9,Female,Bay of Plenty,252
Maori,75 to 79,Female,Canterbury,254
European or Other,65 to 69,Female,Overseas/Unknown,255
Maori,75 to 79,Female,Waitemata,256
Asian,40 to 44,Male,Overseas/Unknown,257
European or Other,70 to 74,Male,Overseas/Unknown,257
Maori,80 to 84,Female,Counties Manukau,257
Asian,70 to 74,Male,Hutt Valley,258
Pacific Peoples,10 to 14,Male,Bay of Plenty,259
Asian,10 to 14,Male,Lakes,260
Maori,35 to 39,Female,Wairarapa,260
Asian,75 to 79,Male,Canterbury,262
Pacific Peoples,60 to 64,Female,Hutt Valley,262
Pacific Peoples,15 to 19,Female,MidCentral,264
Asian,15 to 19,Male,Hawke's Bay,265
Asian,50 to 54,Female,Lakes,265
Asian,65 to 69,Female,Bay of Plenty,265
Asian,45 to 49,Male,Northland,266
Maori,65 to 69,Female,Nelson Marlborough,266
Pacific Peoples,30 to 34,Male,MidCentral,266
Asian,15 to 19,Male,Nelson Marlborough,267
Maori,0 to 4,Female,South Canterbury,268
Maori,0 to 4,Male,South Canterbury,269
Pacific Peoples,25 to 29,Female,MidCentral,269
Asian,40 to 44,Female,Taranaki,270
Maori,70 to 74,Male,Capital and Coast,271
Pacific Peoples,45 to 49,Male,Southern,272
Maori,45 to 49,Female,Wairarapa,273
Pacific Peoples,40 to 44,Male,Nelson Marlborough,273
Pacific Peoples,60 to 64,Male,Canterbury,274
European or Other,15 to 19,Female,Overseas/Unknown,276
Pacific Peoples,20 to 24,Male,MidCentral,276
Pacific Peoples,25 to 29,Male,MidCentral,276
Asian,45 to 49,Female,Northland,277
Asian,75 to 79,Female,Waikato,277
Asian,55 to 59,Male,Bay of Plenty,278
Pacific Peoples,85 to 89,Female,Counties Manukau,278
Asian,45 to 49,Male,Nelson Marlborough,280
Maori,10 to 14,Male,South Canterbury,280
Maori,40 to 44,Male,Overseas/Unknown,280
Pacific Peoples,15 to 19,Female,Hawke's Bay,281
Asian,25 to 29,Female,Overseas/Unknown,283
Pacific Peoples,20 to 24,Female,MidCentral,283
Asian,40 to 44,Male,Taranaki,284
Pacific Peoples,75 to 79,Male,Waitemata,285
Asian,30 to 34,Male,South Canterbury,287
Maori,65 to 69,Male,Whanganui,287
Maori,75 to 79,Female,Lakes,287
Pacific Peoples,0 to 4,Female,MidCentral,287
Asian,5 to 9,Female,Northland,288
Asian,25 to 29,Male,Taranaki,290
Asian,55 to 59,Male,Southern,290
Asian,60 to 64,Female,MidCentral,290
European or Other,90+,Female,Wairarapa,290
Maori,30 to 34,Male,Wairarapa,290
Pacific Peoples,45 to 49,Male,Hawke's Bay,290
Maori,70 to 74,Male,Auckland,292
Pacific Peoples,70 to 74,Male,Capital and Coast,292
Asian,0 to 4,Male,Taranaki,293
Pacific Peoples,20 to 24,Female,Hawke's Bay,293
Asian,0 to 4,Female,Taranaki,295
Maori,60 to 64,Male,Nelson Marlborough,295
Asian,45 to 49,Male,Hawke's Bay,296
Pacific Peoples,25 to 29,Female,Hawke's Bay,296
Pacific Peoples,5 to 9,Female,MidCentral,297
Maori,70 to 74,Male,Southern,299
Asian,75 to 79,Female,Canterbury,300
Asian,75 to 79,Male,Capital and Coast,300
Pacific Peoples,0 to 4,Male,MidCentral,300
Asian,10 to 14,Female,Hawke's Bay,301
Asian,50 to 54,Male,MidCentral,301
Maori,65 to 69,Male,Taranaki,301
European or Other,90+,Male,Hutt Valley,302
Maori,70 to 74,Male,MidCentral,302
Pacific Peoples,60 to 64,Female,Canterbury,302
Asian,10 to 14,Female,Nelson Marlborough,303
Pacific Peoples,55 to 59,Female,Waikato,303
Maori,80 to 84,Female,Bay of Plenty,304
European or Other,85 to 89,Male,Wairarapa,305
Maori,5 to 9,Female,South Canterbury,306
Maori,25 to 29,Male,Wairarapa,307
Maori,70 to 74,Female,Capital and Coast,307
Pacific Peoples,35 to 39,Male,Overseas/Unknown,307
Asian,10 to 14,Male,Hawke's Bay,310
Asian,5 to 9,Male,Northland,310
Maori,25 to 29,Female,Wairarapa,312
Maori,5 to 9,Male,South Canterbury,313
Pacific Peoples,15 to 19,Male,MidCentral,313
Asian,45 to 49,Female,Hawke's Bay,314
Asian,50 to 54,Female,Northland,314
Asian,70 to 74,Female,Hutt Valley,314
European or Other,40 to 44,Female,Overseas/Unknown,315
Maori,75 to 79,Male,Counties Manukau,317
Asian,10 to 14,Male,Nelson Marlborough,319
Maori,65 to 69,Male,Hutt Valley,319
Pacific Peoples,35 to 39,Female,Southern,319
Maori,70 to 74,Male,Waitemata,320
Maori,75 to 79,Female,Hawke's Bay,321
Pacific Peoples,10 to 14,Female,MidCentral,321
Asian,85 to 89,Male,Waitemata,322
Maori,80 to 84,Female,Waikato,322
Asian,5 to 9,Female,Lakes,324
European or Other,45 to 49,Female,Overseas/Unknown,324
Asian,45 to 49,Female,Nelson Marlborough,325
Pacific Peoples,55 to 59,Male,Hutt Valley,325
Maori,20 to 24,Male,Overseas/Unknown,326
Asian,45 to 49,Female,Lakes,328
Maori,70 to 74,Male,Tairawhiti,328
Pacific Peoples,20 to 24,Male,Bay of Plenty,329
Pacific Peoples,30 to 34,Female,Southern,330
Asian,5 to 9,Female,Taranaki,331
Asian,0 to 4,Female,Nelson Marlborough,333
Asian,55 to 59,Female,MidCentral,333
Pacific Peoples,15 to 19,Male,Hawke's Bay,333
Pacific Peoples,55 to 59,Male,Canterbury,333
Pacific Peoples,55 to 59,Male,Waikato,333
Asian,5 to 9,Male,Taranaki,334
Asian,40 to 44,Male,Nelson Marlborough,335
Pacific Peoples,10 to 14,Male,Hawke's Bay,335
Asian,20 to 24,Male,Overseas/Unknown,337
Asian,40 to 44,Female,Northland,337
Asian,5 to 9,Male,Nelson Marlborough,337
Pacific Peoples,10 to 14,Female,Hawke's Bay,338
Pacific Peoples,55 to 59,Female,Hutt Valley,338
Maori,30 to 34,Female,Wairarapa,339
Pacific Peoples,5 to 9,Male,MidCentral,339
Asian,60 to 64,Female,Bay of Plenty,340
Asian,85 to 89,Female,Waitemata,340
European or Other,90+,Female,Whanganui,340
Pacific Peoples,40 to 44,Male,Southern,340
Pacific Peoples,40 to 44,Male,Bay of Plenty,341
Asian,60 to 64,Female,Southern,342
Pacific Peoples,70 to 74,Female,Capital and Coast,342
Asian,0 to 4,Male,Nelson Marlborough,343
Maori,70 to 74,Female,Auckland,343
Asian,20 to 24,Male,Lakes,344
Maori,80 to 84,Female,Northland,344
Asian,85 to 89,Male,Counties Manukau,345
European or Other,15 to 19,Male,Overseas/Unknown,345
European or Other,50 to 54,Female,Overseas/Unknown,345
Maori,70 to 74,Female,Southern,345
Pacific Peoples,0 to 4,Male,Hawke's Bay,345
Maori,35 to 39,Male,Overseas/Unknown,346
European or Other,80 to 84,Male,Tairawhiti,347
Maori,65 to 69,Female,Whanganui,347
Pacific Peoples,25 to 29,Male,Overseas/Unknown,347
European or Other,90+,Female,South Canterbury,349
Asian,30 to 34,Male,Taranaki,352
Pacific Peoples,25 to 29,Female,Southern,353
Pacific Peoples,10 to 14,Male,MidCentral,354
Pacific Peoples,5 to 9,Female,Hawke's Bay,354
Asian,60 to 64,Male,Hutt Valley,355
Pacific Peoples,75 to 79,Male,Auckland,355
Asian,5 to 9,Female,Hawke's Bay,356
Maori,20 to 24,Female,Wairarapa,356
Asian,25 to 29,Female,Northland,357
European or Other,60 to 64,Female,Overseas/Unknown,357
Pacific Peoples,55 to 59,Female,Canterbury,357
Pacific Peoples,80 to 84,Female,Auckland,357
Pacific Peoples,30 to 34,Male,Overseas/Unknown,358
Asian,5 to 9,Male,Lakes,361
Maori,40 to 44,Male,Nelson Marlborough,361
Pacific Peoples,40 to 44,Male,Hawke's Bay,361
Pacific Peoples,0 to 4,Female,Hawke's Bay,362
Maori,60 to 64,Male,Whanganui,363
Asian,40 to 44,Female,Lakes,364
Asian,50 to 54,Female,MidCentral,364
Pacific Peoples,50 to 54,Female,Hutt Valley,365
Asian,35 to 39,Male,Overseas/Unknown,366
Asian,0 to 4,Female,Northland,368
Asian,75 to 79,Female,Capital and Coast,368
Maori,55 to 59,Male,Nelson Marlborough,368
European or Other,65 to 69,Male,Overseas/Unknown,370
European or Other,85 to 89,Male,Whanganui,371
Pacific Peoples,0 to 4,Male,Southern,371
Maori,70 to 74,Male,Lakes,372
European or Other,55 to 59,Female,Overseas/Unknown,373
Asian,0 to 4,Female,Lakes,374
Asian,65 to 69,Male,Hutt Valley,374
Maori,15 to 19,Female,Wairarapa,374
Asian,0 to 4,Male,Northland,375
Maori,70 to 74,Female,Tairawhiti,375
Pacific Peoples,5 to 9,Male,Hawke's Bay,375
European or Other,90+,Male,Taranaki,376
Maori,65 to 69,Female,Taranaki,376
Pacific Peoples,20 to 24,Male,Nelson Marlborough,376
Pacific Peoples,15 to 19,Female,Southern,378
Maori,20 to 24,Male,Wairarapa,379
Pacific Peoples,65 to 69,Male,Capital and Coast,379
Asian,40 to 44,Male,Northland,380
European or Other,80 to 84,Male,West Coast,380
Asian,5 to 9,Male,Hawke's Bay,382
Maori,75 to 79,Male,Bay of Plenty,383
Asian,35 to 39,Male,Taranaki,385
Maori,70 to 74,Female,MidCentral,385
Asian,5 to 9,Female,Nelson Marlborough,388
Asian,55 to 59,Female,Bay of Plenty,388
European or Other,85 to 89,Female,Wairarapa,389
Asian,35 to 39,Female,Taranaki,390
European or Other,20 to 24,Female,Overseas/Unknown,391
Pacific Peoples,50 to 54,Female,Canterbury,391
Pacific Peoples,50 to 54,Male,Hutt Valley,392
Asian,15 to 19,Female,MidCentral,393
Pacific Peoples,0 to 4,Female,Southern,393
European or Other,80 to 84,Female,West Coast,396
Pacific Peoples,35 to 39,Male,Southern,396
Asian,40 to 44,Female,Nelson Marlborough,397
Maori,65 to 69,Female,Hutt Valley,400
Pacific Peoples,10 to 14,Female,Southern,400
Asian,40 to 44,Female,Hawke's Bay,401
Asian,40 to 44,Male,Lakes,401
Pacific Peoples,65 to 69,Female,Capital and Coast,403
Pacific Peoples,40 to 44,Female,Hutt Valley,404
Pacific Peoples,75 to 79,Female,Waitemata,404
Pacific Peoples,45 to 49,Female,Hutt Valley,405
Pacific Peoples,50 to 54,Male,Canterbury,405
Asian,45 to 49,Male,MidCentral,408
Pacific Peoples,35 to 39,Male,Nelson Marlborough,409
Asian,50 to 54,Male,Bay of Plenty,410
Asian,55 to 59,Male,Hutt Valley,410
Maori,60 to 64,Female,Nelson Marlborough,410
Maori,65 to 69,Male,Southern,410
Maori,75 to 79,Female,Counties Manukau,410
Maori,40 to 44,Female,Nelson Marlborough,411
Maori,60 to 64,Male,Taranaki,411
Maori,65 to 69,Female,Southern,411
Pacific Peoples,10 to 14,Male,Southern,411
European or Other,90+,Female,Lakes,412
Pacific Peoples,15 to 19,Male,Southern,412
Asian,0 to 4,Male,Lakes,413
Maori,50 to 54,Male,Nelson Marlborough,413
Asian,70 to 74,Male,Waikato,414
European or Other,35 to 39,Female,Overseas/Unknown,414
Maori,45 to 49,Male,Nelson Marlborough,414
Pacific Peoples,50 to 54,Female,Waikato,414
European or Other,85 to 89,Male,South Canterbury,415
Pacific Peoples,5 to 9,Female,Southern,415
Pacific Peoples,45 to 49,Female,Waikato,416
Pacific Peoples,45 to 49,Male,Hutt Valley,418
Asian,30 to 34,Female,Taranaki,419
Pacific Peoples,50 to 54,Male,Waikato,421
Pacific Peoples,30 to 34,Male,Southern,423
Maori,65 to 69,Male,Capital and Coast,424
Asian,85 to 89,Female,Counties Manukau,425
Maori,70 to 74,Male,Canterbury,425
Maori,35 to 39,Male,Nelson Marlborough,426
Maori,65 to 69,Male,MidCentral,426
Maori,15 to 19,Male,Wairarapa,427
Pacific Peoples,30 to 34,Male,Bay of Plenty,430
European or Other,80 to 84,Female,Tairawhiti,431
Maori,65 to 69,Male,Auckland,433
Asian,0 to 4,Male,Hawke's Bay,435
Pacific Peoples,35 to 39,Male,Bay of Plenty,440
Asian,20 to 24,Female,Bay of Plenty,441
Pacific Peoples,80 to 84,Male,Counties Manukau,443
Asian,40 to 44,Male,Hawke's Bay,444
European or Other,20 to 24,Female,Tairawhiti,444
Maori,45 to 49,Male,Whanganui,444
Maori,75 to 79,Male,Waikato,445
Maori,0 to 4,Female,Wairarapa,446
Pacific Peoples,45 to 49,Male,Waikato,446
Maori,45 to 49,Female,Nelson Marlborough,449
Maori,75 to 79,Male,Northland,449
Pacific Peoples,35 to 39,Male,Hutt Valley,449
Asian,0 to 4,Female,Hawke's Bay,450
European or Other,85 to 89,Male,Lakes,451
Pacific Peoples,40 to 44,Male,Hutt Valley,451
Asian,25 to 29,Female,Nelson Marlborough,452
Maori,55 to 59,Male,Whanganui,453
Pacific Peoples,25 to 29,Male,Bay of Plenty,453
Pacific Peoples,45 to 49,Female,Canterbury,453
Asian,55 to 59,Female,Southern,454
European or Other,90+,Male,Hawke's Bay,454
Asian,50 to 54,Female,Bay of Plenty,455
Pacific Peoples,5 to 9,Male,Southern,455
Asian,30 to 34,Male,Overseas/Unknown,457
Asian,25 to 29,Female,Lakes,458
European or Other,90+,Male,MidCentral,459
Maori,65 to 69,Female,Capital and Coast,459
Maori,70 to 74,Female,Canterbury,460
Maori,40 to 44,Female,Whanganui,462
Maori,40 to 44,Male,Whanganui,462
Maori,10 to 14,Female,Wairarapa,464
Maori,50 to 54,Male,Whanganui,464
Maori,35 to 39,Male,Whanganui,465
Asian,15 to 19,Male,MidCentral,466
Asian,70 to 74,Female,Waikato,466
Maori,5 to 9,Female,Wairarapa,467
Maori,55 to 59,Female,Nelson Marlborough,467
Maori,75 to 79,Female,Bay of Plenty,467
Asian,20 to 24,Female,MidCentral,470
Asian,65 to 69,Female,Hutt Valley,470
Maori,25 to 29,Male,Overseas/Unknown,470
Asian,35 to 39,Male,Northland,472
Asian,45 to 49,Female,MidCentral,472
European or Other,90+,Male,Nelson Marlborough,472
Pacific Peoples,35 to 39,Male,Hawke's Bay,473
European or Other,20 to 24,Female,West Coast,474
European or Other,90+,Male,Northland,474
Pacific Peoples,30 to 34,Male,Hutt Valley,474
Pacific Peoples,60 to 64,Male,Capital and Coast,474
Maori,30 to 34,Male,Overseas/Unknown,475
Pacific Peoples,30 to 34,Male,Nelson Marlborough,475
Asian,20 to 24,Female,Hutt Valley,477
Asian,35 to 39,Female,Northland,477
Asian,50 to 54,Male,Southern,478
Maori,35 to 39,Female,Nelson Marlborough,481
Maori,60 to 64,Female,Whanganui,481
Pacific Peoples,15 to 19,Female,Hutt Valley,481
Maori,10 to 14,Male,Wairarapa,482
Maori,5 to 9,Male,Wairarapa,482
Maori,70 to 74,Male,Hawke's Bay,482
Pacific Peoples,0 to 4,Male,Hutt Valley,482
Maori,70 to 74,Female,Waitemata,484
Asian,15 to 19,Female,Bay of Plenty,488
Pacific Peoples,25 to 29,Female,Hutt Valley,488
Pacific Peoples,35 to 39,Female,Hutt Valley,488
Asian,10 to 14,Female,MidCentral,489
Asian,25 to 29,Male,Northland,490
Asian,25 to 29,Female,Hawke's Bay,491
Asian,35 to 39,Male,Nelson Marlborough,491
Maori,0 to 4,Male,Wairarapa,495
Maori,50 to 54,Female,Nelson Marlborough,496
Pacific Peoples,25 to 29,Male,Southern,496
Pacific Peoples,20 to 24,Male,Hawke's Bay,497
Asian,70 to 74,Male,Capital and Coast,499
Pacific Peoples,30 to 34,Female,Hutt Valley,499
Pacific Peoples,25 to 29,Male,Nelson Marlborough,501
Pacific Peoples,25 to 29,Male,Hutt Valley,502
Pacific Peoples,40 to 44,Male,Waikato,503
Maori,55 to 59,Male,Taranaki,505
Pacific Peoples,35 to 39,Female,Waikato,505
Pacific Peoples,70 to 74,Male,Waitemata,505
Pacific Peoples,5 to 9,Male,Hutt Valley,506
Maori,30 to 34,Male,Nelson Marlborough,507
Asian,25 to 29,Male,Nelson Marlborough,508
Asian,35 to 39,Female,Hawke's Bay,510
Maori,55 to 59,Female,Whanganui,511
Maori,60 to 64,Male,Hutt Valley,511
Asian,10 to 14,Male,MidCentral,512
Asian,20 to 24,Male,MidCentral,514
Pacific Peoples,0 to 4,Female,Hutt Valley,514
Pacific Peoples,75 to 79,Female,Auckland,514
Pacific Peoples,45 to 49,Male,Canterbury,517
Asian,60 to 64,Female,Hutt Valley,518
Maori,70 to 74,Female,Lakes,519
Pacific Peoples,40 to 44,Female,Waikato,520
European or Other,75 to 79,Female,Tairawhiti,521
European or Other,75 to 79,Male,Tairawhiti,522
Maori,50 to 54,Male,Taranaki,522
Maori,65 to 69,Male,Tairawhiti,523
Pacific Peoples,5 to 9,Female,Hutt Valley,525
Pacific Peoples,20 to 24,Female,Hutt Valley,526
Maori,60 to 64,Female,Taranaki,527
Maori,65 to 69,Female,Tairawhiti,527
Asian,85 to 89,Male,Auckland,529
Asian,85 to 89,Female,Auckland,530
Pacific Peoples,20 to 24,Female,Southern,531
European or Other,85 to 89,Female,Whanganui,532
Pacific Peoples,40 to 44,Female,Canterbury,533
European or Other,15 to 19,Female,Tairawhiti,534
Asian,30 to 34,Male,Northland,535
Asian,15 to 19,Male,Hutt Valley,540
Asian,15 to 19,Male,Bay of Plenty,542
Maori,65 to 69,Female,MidCentral,543
Pacific Peoples,20 to 24,Male,Southern,543
Pacific Peoples,20 to 24,Male,Hutt Valley,544
Asian,25 to 29,Male,Overseas/Unknown,545
Asian,35 to 39,Female,Lakes,545
