Week ending,Group,DHB of residence,Dose number,# doses administered
2021-05-02,Group 2,Bay of Plenty,1,1969
2021-05-02,Group 2,Bay of Plenty,2,389
2021-05-02,Group 2,Canterbury,1,4624
2021-05-02,Group 2,Canterbury,2,288
2021-05-02,Group 2,Capital and Coast,1,1164
2021-05-02,Group 2,Capital and Coast,2,2233
2021-05-02,Group 2,Counties Manukau,1,3243
2021-05-02,Group 2,Counties Manukau,2,2387
2021-05-02,Group 2,Hawkes Bay,1,1623
2021-05-02,Group 2,Hawkes Bay,2,465
2021-05-02,Group 2,Hutt Valley,1,846
2021-05-02,Group 2,Hutt Valley,2,703
2021-05-02,Group 2,Lakes,1,694
2021-05-02,Group 2,Lakes,2,483
2021-05-02,Group 2,MidCentral,1,1169
2021-05-02,Group 2,MidCentral,2,201
2021-05-02,Group 2,Nelson Marlborough,1,1326
2021-05-02,Group 2,Nelson Marlborough,2,660
2021-05-02,Group 2,Northland,1,2103
2021-05-02,Group 2,Northland,2,938
2021-05-02,Group 2,Overseas / Unknown,1,19
2021-05-02,Group 2,Overseas / Unknown,2,6
2021-05-02,Group 2,South Canterbury,1,619
2021-05-02,Group 2,South Canterbury,2,277
2021-05-02,Group 2,Southern,1,1385
2021-05-02,Group 2,Southern,2,1537
2021-05-02,Group 2,Tairawhiti,1,207
2021-05-02,Group 2,Tairawhiti,2,16
2021-05-02,Group 2,Taranaki,1,326
2021-05-02,Group 2,Taranaki,2,265
2021-05-02,Group 2,Waikato,1,3142
2021-05-02,Group 2,Waikato,2,846
2021-05-02,Group 2,Wairarapa,1,495
2021-05-02,Group 2,Wairarapa,2,105
2021-05-02,Group 2,Waitemata,1,2145
2021-05-02,Group 2,Waitemata,2,2937
2021-05-02,Group 2,West Coast,1,350
2021-05-02,Group 2,West Coast,2,22
2021-05-02,Group 2,Whanganui,1,666
2021-05-02,Group 2,Whanganui,2,153
2021-05-02,Group 3,Auckland,1,257
2021-05-02,Group 3,Bay of Plenty,1,13
2021-05-02,Group 3,Canterbury,1,28
2021-05-02,Group 3,Canterbury,2,14
2021-05-02,Group 3,Capital and Coast,1,83
2021-05-02,Group 3,Capital and Coast,2,10
2021-05-02,Group 3,Counties Manukau,1,81
2021-05-02,Group 3,Hawkes Bay,1,5
2021-05-02,Group 3,Hutt Valley,1,9
2021-05-02,Group 3,Hutt Valley,2,14
2021-05-02,Group 3,Lakes,1,76
2021-05-02,Group 3,Nelson Marlborough,1,489
2021-05-02,Group 3,Nelson Marlborough,2,834
2021-05-02,Group 3,Northland,1,561
2021-05-02,Group 3,South Canterbury,1,8
2021-05-02,Group 3,Southern,1,22
2021-05-02,Group 3,Southern,2,13
2021-05-02,Group 3,Waikato,1,213
2021-05-02,Group 3,Wairarapa,1,28
2021-05-02,Group 3,Waitemata,1,33
2021-05-02,Group 3,West Coast,1,9
2021-05-02,Group 3,West Coast,2,7
2021-05-02,Group 3,Whanganui,1,16
2021-05-09,Group 1,Auckland,1,517
2021-05-09,Group 1,Auckland,2,531
2021-05-09,Group 1,Bay of Plenty,1,93
2021-05-09,Group 1,Bay of Plenty,2,87
2021-05-09,Group 1,Canterbury,1,800
2021-05-09,Group 1,Canterbury,2,879
2021-05-09,Group 1,Capital and Coast,1,309
2021-05-09,Group 1,Capital and Coast,2,451
2021-05-09,Group 1,Counties Manukau,1,635
2021-05-09,Group 1,Counties Manukau,2,769
2021-05-09,Group 1,Hawkes Bay,1,20
2021-05-09,Group 1,Hawkes Bay,2,71
2021-05-09,Group 1,Hutt Valley,1,162
2021-05-09,Group 1,Hutt Valley,2,114
2021-05-09,Group 1,Lakes,1,243
2021-05-09,Group 1,Lakes,2,109
2021-05-09,Group 1,MidCentral,1,26
2021-05-09,Group 1,MidCentral,2,174
2021-05-09,Group 1,Nelson Marlborough,1,68
2021-05-09,Group 1,Nelson Marlborough,2,83
2021-05-09,Group 1,Northland,1,7
2021-05-09,Group 1,Northland,2,36
2021-05-09,Group 1,South Canterbury,2,37
2021-05-09,Group 1,Southern,1,113
2021-05-09,Group 1,Southern,2,588
2021-05-09,Group 1,Tairawhiti,1,12
2021-05-09,Group 1,Tairawhiti,2,8
2021-05-09,Group 1,Taranaki,1,15
2021-05-09,Group 1,Taranaki,2,28
2021-05-09,Group 1,Waikato,1,102
2021-05-09,Group 1,Waikato,2,110
2021-05-09,Group 1,Wairarapa,1,7
2021-05-09,Group 1,Waitemata,1,670
2021-05-09,Group 1,Waitemata,2,447
2021-05-09,Group 1,West Coast,2,6
2021-05-09,Group 1,Whanganui,2,5
2021-05-09,Group 2,Auckland,1,3481
2021-05-09,Group 2,Auckland,2,3498
2021-05-09,Group 2,Bay of Plenty,1,2810
2021-05-09,Group 2,Bay of Plenty,2,695
2021-05-09,Group 2,Canterbury,1,4233
2021-05-09,Group 2,Canterbury,2,1575
2021-05-09,Group 2,Capital and Coast,1,2257
2021-05-09,Group 2,Capital and Coast,2,2522
2021-05-09,Group 2,Counties Manukau,1,6771
2021-05-09,Group 2,Counties Manukau,2,3506
2021-05-09,Group 2,Hawkes Bay,1,2190
2021-05-09,Group 2,Hawkes Bay,2,743
2021-05-09,Group 2,Hutt Valley,1,1222
2021-05-09,Group 2,Hutt Valley,2,992
2021-05-09,Group 2,Lakes,1,879
2021-05-09,Group 2,Lakes,2,490
2021-05-09,Group 2,MidCentral,1,1976
2021-05-09,Group 2,MidCentral,2,325
2021-05-09,Group 2,Nelson Marlborough,1,733
2021-05-09,Group 2,Nelson Marlborough,2,1079
2021-05-09,Group 2,Northland,1,1993
2021-05-09,Group 2,Northland,2,1315
2021-05-09,Group 2,Overseas / Unknown,1,22
2021-05-09,Group 2,Overseas / Unknown,2,17
2021-05-09,Group 2,South Canterbury,1,630
2021-05-09,Group 2,South Canterbury,2,571
2021-05-09,Group 2,Southern,1,1624
2021-05-09,Group 2,Southern,2,2738
2021-05-09,Group 2,Tairawhiti,1,116
2021-05-09,Group 2,Tairawhiti,2,557
2021-05-09,Group 2,Taranaki,1,606
2021-05-09,Group 2,Taranaki,2,289
2021-05-09,Group 2,Waikato,1,3213
2021-05-09,Group 2,Waikato,2,1556
2021-05-09,Group 2,Wairarapa,1,490
2021-05-09,Group 2,Wairarapa,2,291
2021-05-09,Group 2,Waitemata,1,2610
2021-05-09,Group 2,Waitemata,2,3597
2021-05-09,Group 2,West Coast,1,406
2021-05-09,Group 2,West Coast,2,103
2021-05-09,Group 2,Whanganui,1,1071
2021-05-09,Group 2,Whanganui,2,454
2021-05-09,Group 3,Auckland,1,355
2021-05-09,Group 3,Auckland,2,8
2021-05-09,Group 3,Bay of Plenty,1,1094
2021-05-09,Group 3,Canterbury,1,70
2021-05-09,Group 3,Canterbury,2,16
2021-05-09,Group 3,Capital and Coast,1,64
2021-05-09,Group 3,Capital and Coast,2,15
2021-05-09,Group 3,Counties Manukau,1,676
2021-05-09,Group 3,Hawkes Bay,1,20
2021-05-09,Group 3,Hutt Valley,1,404
2021-05-09,Group 3,Hutt Valley,2,5
2021-05-09,Group 3,Lakes,1,363
2021-05-09,Group 3,MidCentral,1,26
2021-05-09,Group 3,MidCentral,2,17
2021-05-09,Group 3,Nelson Marlborough,1,1546
2021-05-09,Group 3,Nelson Marlborough,2,765
2021-05-09,Group 3,Northland,1,258
2021-05-09,Group 3,Northland,2,17
2021-05-09,Group 3,South Canterbury,1,241
2021-05-09,Group 3,Southern,1,23
2021-05-09,Group 3,Southern,2,42
2021-05-09,Group 3,Waikato,1,651
2021-05-09,Group 3,Waikato,2,20
2021-05-09,Group 3,Wairarapa,1,32
2021-05-09,Group 3,Waitemata,1,68
2021-05-09,Group 3,West Coast,1,25
2021-05-09,Group 3,Whanganui,1,183
2021-05-16,Group 1,Auckland,1,332
2021-05-16,Group 1,Auckland,2,579
2021-05-16,Group 1,Bay of Plenty,1,43
2021-05-16,Group 1,Bay of Plenty,2,76
2021-05-16,Group 1,Canterbury,1,892
2021-05-16,Group 1,Canterbury,2,1128
2021-05-16,Group 1,Capital and Coast,1,285
2021-05-16,Group 1,Capital and Coast,2,163
2021-05-16,Group 1,Counties Manukau,1,335
2021-05-16,Group 1,Counties Manukau,2,821
2021-05-16,Group 1,Hawkes Bay,1,69
2021-05-16,Group 1,Hawkes Bay,2,27
2021-05-16,Group 1,Hutt Valley,1,59
2021-05-16,Group 1,Hutt Valley,2,46
2021-05-16,Group 1,Lakes,1,179
2021-05-16,Group 1,Lakes,2,144
2021-05-16,Group 1,MidCentral,1,23
2021-05-16,Group 1,MidCentral,2,63
2021-05-16,Group 1,Nelson Marlborough,1,44
2021-05-16,Group 1,Nelson Marlborough,2,60
2021-05-16,Group 1,Northland,1,12
2021-05-16,Group 1,Northland,2,33
2021-05-16,Group 1,South Canterbury,1,7
2021-05-16,Group 1,South Canterbury,2,13
2021-05-16,Group 1,Southern,1,112
2021-05-16,Group 1,Southern,2,624
2021-05-16,Group 1,Tairawhiti,1,15
2021-05-16,Group 1,Tairawhiti,2,15
2021-05-16,Group 1,Taranaki,1,7
2021-05-16,Group 1,Taranaki,2,26
2021-05-16,Group 1,Waikato,1,61
2021-05-16,Group 1,Waikato,2,111
2021-05-16,Group 1,Wairarapa,2,7
2021-05-16,Group 1,Waitemata,1,375
2021-05-16,Group 1,Waitemata,2,469
2021-05-16,Group 1,Whanganui,2,11
2021-05-16,Group 2,Auckland,1,3853
2021-05-16,Group 2,Auckland,2,2696
2021-05-16,Group 2,Bay of Plenty,1,1076
2021-05-16,Group 2,Bay of Plenty,2,1579
2021-05-16,Group 2,Canterbury,1,4171
2021-05-16,Group 2,Canterbury,2,3341
2021-05-16,Group 2,Capital and Coast,1,2611
2021-05-16,Group 2,Capital and Coast,2,1358
2021-05-16,Group 2,Counties Manukau,1,8378
2021-05-16,Group 2,Counties Manukau,2,3093
2021-05-16,Group 2,Hawkes Bay,1,1401
2021-05-16,Group 2,Hawkes Bay,2,1160
2021-05-16,Group 2,Hutt Valley,1,2240
2021-05-16,Group 2,Hutt Valley,2,675
2021-05-16,Group 2,Lakes,1,638
2021-05-16,Group 2,Lakes,2,1139
2021-05-16,Group 2,MidCentral,1,1642
2021-05-16,Group 2,MidCentral,2,802
2021-05-16,Group 2,Nelson Marlborough,1,830
2021-05-16,Group 2,Nelson Marlborough,2,1330
2021-05-16,Group 2,Northland,1,1879
2021-05-16,Group 2,Northland,2,1326
2021-05-16,Group 2,Overseas / Unknown,1,14
2021-05-16,Group 2,Overseas / Unknown,2,38
2021-05-16,Group 2,South Canterbury,1,296
2021-05-16,Group 2,South Canterbury,2,698
2021-05-16,Group 2,Southern,1,2032
2021-05-16,Group 2,Southern,2,2978
2021-05-16,Group 2,Tairawhiti,1,285
2021-05-16,Group 2,Tairawhiti,2,595
2021-05-16,Group 2,Taranaki,1,620
2021-05-16,Group 2,Taranaki,2,175
2021-05-16,Group 2,Waikato,1,2751
2021-05-16,Group 2,Waikato,2,2472
2021-05-16,Group 2,Wairarapa,1,516
2021-05-16,Group 2,Wairarapa,2,511
2021-05-16,Group 2,Waitemata,1,2510
2021-05-16,Group 2,Waitemata,2,1995
2021-05-16,Group 2,West Coast,1,383
2021-05-16,Group 2,West Coast,2,246
2021-05-16,Group 2,Whanganui,1,515
2021-05-16,Group 2,Whanganui,2,587
2021-05-16,Group 3,Auckland,1,670
2021-05-16,Group 3,Auckland,2,11
2021-05-16,Group 3,Bay of Plenty,1,1890
2021-05-16,Group 3,Canterbury,1,95
2021-05-16,Group 3,Canterbury,2,22
2021-05-16,Group 3,Capital and Coast,1,275
2021-05-16,Group 3,Capital and Coast,2,44
2021-05-16,Group 3,Counties Manukau,1,655
2021-05-16,Group 3,Counties Manukau,2,5
2021-05-16,Group 3,Hawkes Bay,1,89
2021-05-16,Group 3,Hawkes Bay,2,49
2021-05-16,Group 3,Hutt Valley,1,365
2021-05-16,Group 3,Hutt Valley,2,8
2021-05-16,Group 3,Lakes,1,333
2021-05-16,Group 3,Lakes,2,5
2021-05-16,Group 3,MidCentral,1,635
2021-05-16,Group 3,MidCentral,2,6
2021-05-16,Group 3,Nelson Marlborough,1,1343
2021-05-16,Group 3,Nelson Marlborough,2,914
2021-05-16,Group 3,Northland,1,256
2021-05-16,Group 3,Northland,2,22
2021-05-16,Group 3,Overseas / Unknown,1,26
2021-05-16,Group 3,South Canterbury,1,132
2021-05-16,Group 3,Southern,1,118
2021-05-16,Group 3,Southern,2,130
2021-05-16,Group 3,Tairawhiti,1,6
2021-05-16,Group 3,Taranaki,1,28
2021-05-16,Group 3,Waikato,1,760
2021-05-16,Group 3,Waikato,2,54
2021-05-16,Group 3,Wairarapa,1,99
2021-05-16,Group 3,Waitemata,1,495
2021-05-16,Group 3,West Coast,1,196
2021-05-16,Group 3,Whanganui,1,222
2021-05-23,Group 1,Auckland,1,244
2021-05-23,Group 1,Auckland,2,623
2021-05-23,Group 1,Bay of Plenty,1,34
2021-05-23,Group 1,Bay of Plenty,2,83
2021-05-23,Group 1,Canterbury,1,384
2021-05-23,Group 1,Canterbury,2,1027
2021-05-23,Group 1,Capital and Coast,1,190
2021-05-23,Group 1,Capital and Coast,2,169
2021-05-23,Group 1,Counties Manukau,1,289
2021-05-23,Group 1,Counties Manukau,2,805
2021-05-23,Group 1,Hawkes Bay,1,8
2021-05-23,Group 1,Hawkes Bay,2,25
2021-05-23,Group 1,Hutt Valley,1,33
2021-05-23,Group 1,Hutt Valley,2,55
2021-05-23,Group 1,Lakes,1,11
2021-05-23,Group 1,Lakes,2,254
2021-05-23,Group 1,MidCentral,1,12
2021-05-23,Group 1,MidCentral,2,64
2021-05-23,Group 1,Nelson Marlborough,1,18
2021-05-23,Group 1,Nelson Marlborough,2,61
2021-05-23,Group 1,Northland,2,33
2021-05-23,Group 1,South Canterbury,1,5
2021-05-23,Group 1,South Canterbury,2,13
2021-05-23,Group 1,Southern,1,83
2021-05-23,Group 1,Southern,2,204
2021-05-23,Group 1,Tairawhiti,1,9
2021-05-23,Group 1,Tairawhiti,2,10
2021-05-23,Group 1,Taranaki,2,12
2021-05-23,Group 1,Waikato,1,30
2021-05-23,Group 1,Waikato,2,76
2021-05-23,Group 1,Waitemata,1,181
2021-05-23,Group 1,Waitemata,2,596
2021-05-23,Group 1,Whanganui,1,24
2021-05-23,Group 1,Whanganui,2,10
2021-05-23,Group 2,Auckland,1,1823
2021-05-23,Group 2,Auckland,2,2563
2021-05-23,Group 2,Bay of Plenty,1,1018
2021-05-23,Group 2,Bay of Plenty,2,1585
2021-05-23,Group 2,Canterbury,1,2103
2021-05-23,Group 2,Canterbury,2,4907
2021-05-23,Group 2,Capital and Coast,1,960
2021-05-23,Group 2,Capital and Coast,2,1683
2021-05-23,Group 2,Counties Manukau,1,6254
2021-05-23,Group 2,Counties Manukau,2,2876
2021-05-23,Group 2,Hawkes Bay,1,646
2021-05-23,Group 2,Hawkes Bay,2,1370
2021-05-23,Group 2,Hutt Valley,1,319
2021-05-23,Group 2,Hutt Valley,2,720
2021-05-23,Group 2,Lakes,1,444
2021-05-23,Group 2,Lakes,2,656
2021-05-23,Group 2,MidCentral,1,1617
2021-05-23,Group 2,MidCentral,2,1164
2021-05-23,Group 2,Nelson Marlborough,1,388
2021-05-23,Group 2,Nelson Marlborough,2,1112
2021-05-23,Group 2,Northland,1,1068
2021-05-23,Group 2,Northland,2,1852
2021-05-23,Group 2,Overseas / Unknown,1,13
2021-05-23,Group 2,Overseas / Unknown,2,20
2021-05-23,Group 2,South Canterbury,1,210
2021-05-23,Group 2,South Canterbury,2,598
2021-05-23,Group 2,Southern,1,1848
2021-05-23,Group 2,Southern,2,1858
2021-05-23,Group 2,Tairawhiti,1,350
2021-05-23,Group 2,Tairawhiti,2,216
2021-05-23,Group 2,Taranaki,1,307
2021-05-23,Group 2,Taranaki,2,320
2021-05-23,Group 2,Waikato,1,2307
2021-05-23,Group 2,Waikato,2,2252
2021-05-23,Group 2,Wairarapa,1,136
2021-05-23,Group 2,Wairarapa,2,403
2021-05-23,Group 2,Waitemata,1,1801
2021-05-23,Group 2,Waitemata,2,1801
2021-05-23,Group 2,West Coast,1,255
2021-05-23,Group 2,West Coast,2,321
2021-05-23,Group 2,Whanganui,1,516
2021-05-23,Group 2,Whanganui,2,810
2021-05-23,Group 3,Auckland,1,1791
2021-05-23,Group 3,Auckland,2,196
2021-05-23,Group 3,Bay of Plenty,1,2435
2021-05-23,Group 3,Canterbury,1,304
2021-05-23,Group 3,Canterbury,2,17
2021-05-23,Group 3,Capital and Coast,1,315
2021-05-23,Group 3,Capital and Coast,2,65
2021-05-23,Group 3,Counties Manukau,1,994
2021-05-23,Group 3,Counties Manukau,2,47
2021-05-23,Group 3,Hawkes Bay,1,483
2021-05-23,Group 3,Hutt Valley,1,498
2021-05-23,Group 3,Hutt Valley,2,8
2021-05-23,Group 3,Lakes,1,1019
2021-05-23,Group 3,Lakes,2,64
2021-05-23,Group 3,MidCentral,1,585
2021-05-23,Group 3,MidCentral,2,6
2021-05-23,Group 3,Nelson Marlborough,1,1921
2021-05-23,Group 3,Nelson Marlborough,2,428
2021-05-23,Group 3,Northland,1,783
2021-05-23,Group 3,Northland,2,439
2021-05-23,Group 3,Overseas / Unknown,1,17
2021-05-23,Group 3,South Canterbury,1,45
2021-05-23,Group 3,South Canterbury,2,7
2021-05-23,Group 3,Southern,1,1018
2021-05-23,Group 3,Southern,2,59
2021-05-23,Group 3,Tairawhiti,1,151
2021-05-23,Group 3,Taranaki,1,227
2021-05-23,Group 3,Waikato,1,1508
2021-05-23,Group 3,Waikato,2,159
2021-05-23,Group 3,Wairarapa,1,397
2021-05-23,Group 3,Wairarapa,2,21
2021-05-23,Group 3,Waitemata,1,1928
2021-05-23,Group 3,Waitemata,2,30
2021-05-23,Group 3,West Coast,1,513
2021-05-23,Group 3,West Coast,2,6
2021-05-23,Group 3,Whanganui,1,420
2021-05-23,Group 3,Whanganui,2,6
2021-05-23,Group 4,Auckland,1,1188
2021-05-23,Group 4,Bay of Plenty,1,167
2021-05-23,Group 4,Canterbury,1,178
2021-05-23,Group 4,Capital and Coast,1,64
2021-05-23,Group 4,Counties Manukau,1,1890
2021-05-23,Group 4,Hawkes Bay,1,352
2021-05-23,Group 4,Hutt Valley,1,27
2021-05-23,Group 4,Lakes,1,74
2021-05-23,Group 4,MidCentral,1,93
2021-05-23,Group 4,Nelson Marlborough,1,28
2021-05-23,Group 4,Northland,1,166
2021-05-23,Group 4,South Canterbury,1,15
2021-05-23,Group 4,Southern,1,228
2021-05-23,Group 4,Tairawhiti,1,17
2021-05-23,Group 4,Taranaki,1,108
2021-05-23,Group 4,Waikato,1,188
2021-05-23,Group 4,Wairarapa,1,14
2021-05-23,Group 4,Waitemata,1,1010
2021-05-23,Group 4,West Coast,1,110
2021-05-23,Group 4,Whanganui,1,86
2021-05-30,Group 1,Auckland,1,128
2021-05-30,Group 1,Auckland,2,491
2021-05-30,Group 1,Bay of Plenty,1,68
2021-05-30,Group 1,Bay of Plenty,2,106
2021-05-30,Group 1,Canterbury,1,283
2021-05-30,Group 1,Canterbury,2,914
2021-05-30,Group 1,Capital and Coast,1,105
2021-05-30,Group 1,Capital and Coast,2,276
2021-05-30,Group 1,Counties Manukau,1,82
2021-05-30,Group 1,Counties Manukau,2,603
2021-05-30,Group 1,Hawkes Bay,1,34
2021-05-30,Group 1,Hawkes Bay,2,14
2021-05-30,Group 1,Hutt Valley,1,43
2021-05-30,Group 1,Hutt Valley,2,154
2021-05-30,Group 1,Lakes,1,33
2021-05-30,Group 1,Lakes,2,238
2021-05-30,Group 1,MidCentral,1,21
2021-05-30,Group 1,MidCentral,2,25
2021-05-30,Group 1,Nelson Marlborough,1,11
2021-05-30,Group 1,Nelson Marlborough,2,63
2021-05-30,Group 1,Northland,1,13
2021-05-30,Group 1,Northland,2,16
2021-05-30,Group 1,Southern,1,74
2021-05-30,Group 1,Southern,2,93
2021-05-30,Group 1,Tairawhiti,1,15
2021-05-30,Group 1,Tairawhiti,2,16
2021-05-30,Group 1,Taranaki,1,26
2021-05-30,Group 1,Taranaki,2,17
2021-05-30,Group 1,Waikato,1,39
2021-05-30,Group 1,Waikato,2,105
2021-05-30,Group 1,Wairarapa,2,11
2021-05-30,Group 1,Waitemata,1,194
2021-05-30,Group 1,Waitemata,2,666
2021-05-30,Group 2,Auckland,1,2165
2021-05-30,Group 2,Auckland,2,3257
2021-05-30,Group 2,Bay of Plenty,1,847
2021-05-30,Group 2,Bay of Plenty,2,2528
2021-05-30,Group 2,Canterbury,1,2067
2021-05-30,Group 2,Canterbury,2,4616
2021-05-30,Group 2,Capital and Coast,1,439
2021-05-30,Group 2,Capital and Coast,2,2109
2021-05-30,Group 2,Counties Manukau,1,5713
2021-05-30,Group 2,Counties Manukau,2,5594
2021-05-30,Group 2,Hawkes Bay,1,696
2021-05-30,Group 2,Hawkes Bay,2,1723
2021-05-30,Group 2,Hutt Valley,1,159
2021-05-30,Group 2,Hutt Valley,2,1203
2021-05-30,Group 2,Lakes,1,405
2021-05-30,Group 2,Lakes,2,816
2021-05-30,Group 2,MidCentral,1,1339
2021-05-30,Group 2,MidCentral,2,1431
2021-05-30,Group 2,Nelson Marlborough,1,284
2021-05-30,Group 2,Nelson Marlborough,2,818
2021-05-30,Group 2,Northland,1,432
2021-05-30,Group 2,Northland,2,1918
2021-05-30,Group 2,Overseas / Unknown,1,11
2021-05-30,Group 2,Overseas / Unknown,2,26
2021-05-30,Group 2,South Canterbury,1,94
2021-05-30,Group 2,South Canterbury,2,602
2021-05-30,Group 2,Southern,1,1055
2021-05-30,Group 2,Southern,2,1677
2021-05-30,Group 2,Tairawhiti,1,114
2021-05-30,Group 2,Tairawhiti,2,132
2021-05-30,Group 2,Taranaki,1,326
2021-05-30,Group 2,Taranaki,2,516
2021-05-30,Group 2,Waikato,1,1921
2021-05-30,Group 2,Waikato,2,3135
2021-05-30,Group 2,Wairarapa,1,49
2021-05-30,Group 2,Wairarapa,2,597
2021-05-30,Group 2,Waitemata,1,2332
2021-05-30,Group 2,Waitemata,2,2242
2021-05-30,Group 2,West Coast,1,194
2021-05-30,Group 2,West Coast,2,390
2021-05-30,Group 2,Whanganui,1,164
2021-05-30,Group 2,Whanganui,2,985
2021-05-30,Group 3,Auckland,1,2554
2021-05-30,Group 3,Auckland,2,272
2021-05-30,Group 3,Bay of Plenty,1,3276
2021-05-30,Group 3,Bay of Plenty,2,473
2021-05-30,Group 3,Canterbury,1,754
2021-05-30,Group 3,Canterbury,2,47
2021-05-30,Group 3,Capital and Coast,1,805
2021-05-30,Group 3,Capital and Coast,2,47
2021-05-30,Group 3,Counties Manukau,1,594
2021-05-30,Group 3,Counties Manukau,2,415
2021-05-30,Group 3,Hawkes Bay,1,2051
2021-05-30,Group 3,Hawkes Bay,2,5
2021-05-30,Group 3,Hutt Valley,1,821
2021-05-30,Group 3,Hutt Valley,2,296
2021-05-30,Group 3,Lakes,1,1054
2021-05-30,Group 3,Lakes,2,339
2021-05-30,Group 3,MidCentral,1,933
2021-05-30,Group 3,MidCentral,2,20
2021-05-30,Group 3,Nelson Marlborough,1,2137
2021-05-30,Group 3,Nelson Marlborough,2,902
2021-05-30,Group 3,Northland,1,1734
2021-05-30,Group 3,Northland,2,276
2021-05-30,Group 3,Overseas / Unknown,1,24
2021-05-30,Group 3,South Canterbury,1,104
2021-05-30,Group 3,South Canterbury,2,24
2021-05-30,Group 3,Southern,1,2926
2021-05-30,Group 3,Southern,2,27
2021-05-30,Group 3,Tairawhiti,1,429
2021-05-30,Group 3,Taranaki,1,256
2021-05-30,Group 3,Waikato,1,1554
2021-05-30,Group 3,Waikato,2,428
2021-05-30,Group 3,Wairarapa,1,369
2021-05-30,Group 3,Wairarapa,2,29
2021-05-30,Group 3,Waitemata,1,3042
2021-05-30,Group 3,Waitemata,2,39
2021-05-30,Group 3,West Coast,1,504
2021-05-30,Group 3,West Coast,2,30
2021-05-30,Group 3,Whanganui,1,783
2021-05-30,Group 3,Whanganui,2,161
2021-05-30,Group 4,Auckland,1,1764
2021-05-30,Group 4,Bay of Plenty,1,228
2021-05-30,Group 4,Canterbury,1,198
2021-05-30,Group 4,Capital and Coast,1,135
2021-05-30,Group 4,Counties Manukau,1,2154
2021-05-30,Group 4,Hawkes Bay,1,1181
2021-05-30,Group 4,Hutt Valley,1,36
2021-05-30,Group 4,Lakes,1,232
2021-05-30,Group 4,MidCentral,1,287
2021-05-30,Group 4,Nelson Marlborough,1,93
2021-05-30,Group 4,Northland,1,735
2021-05-30,Group 4,Overseas / Unknown,1,23
2021-05-30,Group 4,South Canterbury,1,58
2021-05-30,Group 4,Southern,1,227
2021-05-30,Group 4,Tairawhiti,1,243
2021-05-30,Group 4,Taranaki,1,27
2021-05-30,Group 4,Waikato,1,435
2021-05-30,Group 4,Wairarapa,1,16
2021-05-30,Group 4,Waitemata,1,1074
2021-05-30,Group 4,West Coast,1,42
2021-05-30,Group 4,Whanganui,1,107
2021-06-06,Group 1,Auckland,1,129
2021-06-06,Group 1,Auckland,2,367
2021-06-06,Group 1,Bay of Plenty,1,34
2021-06-06,Group 1,Bay of Plenty,2,53
2021-06-06,Group 1,Canterbury,1,274
2021-06-06,Group 1,Canterbury,2,886
2021-06-06,Group 1,Capital and Coast,1,73
2021-06-06,Group 1,Capital and Coast,2,272
2021-06-06,Group 1,Counties Manukau,1,104
2021-06-06,Group 1,Counties Manukau,2,368
2021-06-06,Group 1,Hawkes Bay,1,13
2021-06-06,Group 1,Hawkes Bay,2,67
2021-06-06,Group 1,Hutt Valley,1,23
2021-06-06,Group 1,Hutt Valley,2,62
2021-06-06,Group 1,Lakes,1,29
2021-06-06,Group 1,Lakes,2,134
2021-06-06,Group 1,MidCentral,1,38
2021-06-06,Group 1,MidCentral,2,36
2021-06-06,Group 1,Nelson Marlborough,1,17
2021-06-06,Group 1,Nelson Marlborough,2,52
2021-06-06,Group 1,Northland,1,8
2021-06-06,Group 1,Northland,2,13
2021-06-06,Group 1,South Canterbury,2,8
2021-06-06,Group 1,Southern,1,107
2021-06-06,Group 1,Southern,2,89
2021-06-06,Group 1,Tairawhiti,2,13
2021-06-06,Group 1,Taranaki,1,13
2021-06-06,Group 1,Taranaki,2,10
2021-06-06,Group 1,Waikato,1,34
2021-06-06,Group 1,Waikato,2,67
2021-06-06,Group 1,Wairarapa,2,5
2021-06-06,Group 1,Waitemata,1,131
2021-06-06,Group 1,Waitemata,2,454
2021-06-06,Group 1,Whanganui,2,5
2021-06-06,Group 2,Auckland,1,2925
2021-06-06,Group 2,Auckland,2,3013
2021-06-06,Group 2,Bay of Plenty,1,1171
2021-06-06,Group 2,Bay of Plenty,2,1329
2021-06-06,Group 2,Canterbury,1,2209
2021-06-06,Group 2,Canterbury,2,3117
2021-06-06,Group 2,Capital and Coast,1,465
2021-06-06,Group 2,Capital and Coast,2,2278
2021-06-06,Group 2,Counties Manukau,1,5132
2021-06-06,Group 2,Counties Manukau,2,6848
2021-06-06,Group 2,Hawkes Bay,1,290
2021-06-06,Group 2,Hawkes Bay,2,1807
2021-06-06,Group 2,Hutt Valley,1,268
2021-06-06,Group 2,Hutt Valley,2,1350
2021-06-06,Group 2,Lakes,1,889
2021-06-06,Group 2,Lakes,2,626
2021-06-06,Group 2,MidCentral,1,535
2021-06-06,Group 2,MidCentral,2,1556
2021-06-06,Group 2,Nelson Marlborough,1,133
2021-06-06,Group 2,Nelson Marlborough,2,824
2021-06-06,Group 2,Northland,1,435
2021-06-06,Group 2,Northland,2,1766
2021-06-06,Group 2,Overseas / Unknown,1,13
2021-06-06,Group 2,Overseas / Unknown,2,7
2021-06-06,Group 2,South Canterbury,1,26
2021-06-06,Group 2,South Canterbury,2,281
2021-06-06,Group 2,Southern,1,1317
